center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-8,-15.0,,21,21,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.6700870409840718,None,None,,,,,,,,,,,0,21,21,273,423.1380954589986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.1292912500212,423.1380954589986,423.87362741702236,423.87362741702236,423.87362741702236,423.9458938340249,423.9458938340249,423.9458938340249,424.8114059170184,z,1.6700870409840718,None,424.81155683399993,424.8116112090065,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,15.0,,22,22,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.8014766249980312,None,None,,,,,,,,,,,0,22,22,37,424.8231887500151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.81424666702515,424.8231887500151,426.05712266699993,426.05712266699993,426.05712266699993,426.1291163340211,426.1291163340211,426.1291163340211,426.62750533400686,z,1.8014766249980312,None,426.6276423340023,426.62769270900753,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,23,23,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.4255798340018373,None,None,,,,,,,,,,,0,23,23,695,426.6391593750159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.6300835000002,426.6391593750159,427.6238246250141,427.6238246250141,427.6238246250141,427.6957530840009,427.6957530840009,427.6957530840009,428.07639633401413,period,1.4255798340018373,None,428.07652983401204,428.07657920900965,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,24,24,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.7790577500127256,None,None,,,,,,,,,,,0,24,24,385,428.08763800002635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0788853749982,428.08763800002635,428.5738294170005,428.5738294170005,428.5738294170005,428.6467996670108,428.6467996670108,428.6467996670108,429.87719991701306,period,1.7790577500127256,None,429.87736675000633,429.8774755420163,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,25,25,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.4859490420203656,None,None,,,,,,,,,,,0,25,25,55,429.8891093750135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.880097959016,429.8891093750135,430.62392275000457,430.62392275000457,430.62392275000457,430.6971431670245,430.6971431670245,430.6971431670245,431.3867082920042,z,1.4859490420203656,None,431.38681891700253,431.386859167018,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,26,26,0,,,,,100,0,,,,,c+2,poss,0.5,z,2.582291250000708,None,None,,,,,,,,,,,0,26,26,86,431.3934760420234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.38886683402234,431.3934760420234,431.88305562501773,431.88305562501773,431.88305562501773,431.95794625001145,431.95794625001145,431.95794625001145,433.9877366250148,z,2.582291250000708,None,433.9878371670202,433.98787654199987,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,27,27,0,,,,,0,100,,,,,c+0,noss,0.75,period,2.03271579099237,None,None,,,,,,,,,,,0,27,27,608,433.9942750839982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.9898365000263,433.9942750839982,434.73277750000125,434.73277750000125,434.73277750000125,434.80796287499834,434.80796287499834,434.80796287499834,436.0323835000163,period,2.03271579099237,None,436.03252120901016,436.0325716670195,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,28,28,0,,,,,100,0,,,,,c+2,poss,0.75,z,1.9423540419957135,None,None,,,,,,,,,,,0,28,28,97,436.0438294589985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.03476700000465,436.0438294589985,436.78392095901654,436.78392095901654,436.78392095901654,436.8578980420134,436.8578980420134,436.8578980420134,437.993716625002,z,1.9423540419957135,None,437.9938467500033,437.99389691700344,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,15.0,,29,29,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.3433551659982186,None,None,,,,,,,,,,,0,29,29,17,438.0054463749984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.9964290840144,438.0054463749984,438.74074570901575,438.74074570901575,438.74074570901575,438.81383120900136,438.81383120900136,438.81383120900136,439.3604837919993,z,1.3433551659982186,None,439.36062104202574,439.36067187500885,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,30,30,0,,,,,0,100,,,,,c+4,noss,0.5,period,1.498873915988952,None,None,,,,,,,,,,,0,30,30,681,439.37224083402543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.3632730000245,439.37224083402543,439.85755229200004,439.85755229200004,439.85755229200004,439.9295749590092,439.9295749590092,439.9295749590092,440.87671258402406,period,1.498873915988952,None,440.8768827090098,440.8769565000257,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,-15.0,,31,31,0,,,,,100,0,,,,,c-4,negs,0.5,z,1.8703313340083696,None,None,,,,,,,,,,,0,31,31,344,440.8881277500186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.8797555420024,440.8881277500186,441.37423508401844,441.37423508401844,441.37423508401844,441.4461662090034,441.4461662090034,441.4461662090034,442.7614367500064,z,1.8703313340083696,None,442.76157666702056,442.7616282920062,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
8,15.0,,32,32,0,,,,,100,0,,,,,c+8,poss,1.25,z,2.676110583008267,None,None,,,,,,,,,,,0,32,32,244,442.77276600000914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.7638626670232,442.77276600000914,444.00783141702414,444.00783141702414,444.00783141702414,444.0796851250052,444.0796851250052,444.0796851250052,445.4611762500135,z,2.676110583008267,None,445.4612782090262,445.46131820901064,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,-15.0,,33,33,0,,,,,100,0,,,,,c+2,negs,0.5,period,2.870269459002884,None,None,,,,,,,,,,,0,33,33,466,445.47494366700994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.46329408400925,445.47494366700994,445.957860250026,445.957860250026,445.957860250026,446.0298090840224,446.0298090840224,446.0298090840224,448.34932479201234,period,2.870269459002884,None,448.34943054200266,448.3494702500175,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,34,34,0,,,,,100,0,,,,,c+2,poss,1.25,z,1.8411599170067348,None,None,,,,,,,,,,,0,34,34,117,448.3606001250155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.3514812500216,448.3606001250155,449.6005600420176,449.6005600420176,449.6005600420176,449.6750777499983,449.6750777499983,449.6750777499983,450.21066025001346,z,1.8411599170067348,None,450.2107937920082,450.21084370900644,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,35,35,0,,,,,100,0,,,,,c+4,poss,1.0,z,1.9209629999822937,None,None,,,,,,,,,,,0,35,35,150,450.22223766701063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.2134731670085,450.22223766701063,451.20793562501785,451.20793562501785,451.20793562501785,451.2811815419991,451.2811815419991,451.2811815419991,452.14992583400453,z,1.9209629999822937,None,452.1500570840144,452.150107375026,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
6,15.0,,36,36,0,,,,,100,0,,,,,c+6,poss,0.75,period,2.7598218329949304,None,None,,,,,,,,,,,0,36,36,186,452.1610592920042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.1521940420207,452.1610592920042,452.9014844170015,452.9014844170015,452.9014844170015,452.9754481250129,452.9754481250129,452.9754481250129,454.92724162500235,period,2.7598218329949304,None,454.927344249998,454.9273827090219,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,37,37,0,,,,,100,0,,,,,c-2,negs,0.75,z,1.6143969170225319,None,None,,,,,,,,,,,0,37,37,392,454.93805537500884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.92939158400986,454.93805537500884,455.6748902920226,455.6748902920226,455.6748902920226,455.746173749998,455.746173749998,455.746173749998,456.56128454202553,z,1.6143969170225319,None,456.56145950002247,456.56151504200534,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,38,38,0,,,,,100,0,,,,,c+2,poss,1.0,z,3.8110167919949163,None,None,,,,,,,,,,,0,38,38,113,456.5738978340232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.56465737501276,456.5738978340232,457.55825141700916,457.55825141700916,457.55825141700916,457.6305848750053,457.6305848750053,457.6305848750053,460.39430737501243,z,3.8110167919949163,None,460.39444187501795,460.3944905420067,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,39,39,0,,,,,100,0,,,,,c+2,poss,0.75,period,1.5767917500052135,None,None,,,,,,,,,,,0,39,39,102,460.4056148750242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.3970187920204,460.4056148750242,461.1416976250184,461.1416976250184,461.1416976250184,461.21369000000414,461.21369000000414,461.21369000000414,462.0097580420261,period,1.5767917500052135,None,462.0098875420226,462.00993695901707,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,40,40,0,,,,,0,100,,,,,c+4,noss,1.25,z,2.0669496670016088,None,None,,,,,,,,,,,0,40,40,704,462.02558616700117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0122606670193,462.02558616700117,463.2583207920252,463.2583207920252,463.2583207920252,463.33078820901574,463.33078820901574,463.33078820901574,464.09582266700454,z,2.0669496670016088,None,464.0959747090237,464.09602679201635,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,0.0,,41,41,0,,,,,0,100,,,,,c-2,noss,0.75,period,3.103039582987549,None,None,,,,,,,,,,,0,41,41,561,464.10781758400844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.098707459023,464.10781758400844,464.8418940840056,464.8418940840056,464.8418940840056,464.9148590420082,464.9148590420082,464.9148590420082,467.2174496250227,period,3.103039582987549,None,467.2175702500099,467.21761950000655,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,42,42,0,,,,,100,0,,,,,c+4,poss,1.0,period,1.9313280410133302,None,None,,,,,,,,,,,0,42,42,148,467.2282573750126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.2198394170264,467.2282573750126,468.21800641700975,468.21800641700975,468.21800641700975,468.29241183400154,468.29241183400154,468.29241183400154,469.1628537920187,period,1.9313280410133302,None,469.16299483401235,469.1630462920002,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,43,43,0,,,,,100,0,,,,,c-2,negs,0.75,period,2.0765120410069358,None,None,,,,,,,,,,,0,43,43,389,469.1746003340231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.16572412502137,469.1746003340231,469.90872879201197,469.90872879201197,469.90872879201197,469.98068100001547,469.98068100001547,469.98068100001547,471.26129962501,period,2.0765120410069358,None,471.2614451670088,471.26149512501433,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,44,44,0,,,,,100,0,,,,,c-2,negs,0.5,period,2.6920706660021096,None,None,,,,,,,,,,,0,44,44,384,471.27267679202487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.26396729200496,471.27267679202487,471.75862925002,471.75862925002,471.75862925002,471.83173358402564,471.83173358402564,471.83173358402564,473.967274042021,period,2.6920706660021096,None,473.9674036670185,473.96745383401867,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-6,-15.0,,45,45,0,,,,,100,0,,,,,c-6,negs,0.75,z,1.9716520000074524,None,None,,,,,,,,,,,0,45,45,313,473.9785827920132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.9696711670258,473.9785827920132,474.71739670902025,474.71739670902025,474.71739670902025,474.7925549590145,474.7925549590145,474.7925549590145,475.9622900420218,z,1.9716520000074524,None,475.9624480000057,475.96249866700964,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-6,-15.0,,46,46,0,,,,,100,0,,,,,c-6,negs,0.5,z,2.1022398750064895,None,None,,,,,,,,,,,0,46,46,302,475.97418020901387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.9651423750038,475.97418020901387,476.45826354200835,476.45826354200835,476.45826354200835,476.53126170902397,476.53126170902397,476.53126170902397,478.0825443750073,z,2.1022398750064895,None,478.08267754199915,478.08272912501707,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-8,-15.0,,47,47,0,,,,,100,0,,,,,c-8,negs,0.5,period,1.8320026670116931,None,None,,,,,,,,,,,0,47,47,256,478.0940024590236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.08498737501213,478.0940024590236,478.58492812502664,478.58492812502664,478.58492812502664,478.65945758399903,478.65945758399903,478.65945758399903,479.9286850420176,period,1.8320026670116931,None,479.92883095901925,479.9288847090211,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,48,48,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.403000249993056,None,None,,,,,,,,,,,0,48,48,59,479.9404071250174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.9313126250054,479.9404071250174,480.6756792500091,480.6756792500091,480.6756792500091,480.748022875021,480.748022875021,480.748022875021,481.3466967920249,z,1.403000249993056,None,481.34683654201217,481.346890750021,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,49,49,0,,,,,0,100,,,,,c+4,noss,0.75,period,2.2694874159933534,None,None,,,,,,,,,,,0,49,49,691,481.35851316701155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.3495082090085,481.35851316701155,482.09258975001285,482.09258975001285,482.09258975001285,482.16464608401293,482.16464608401293,482.16464608401293,483.6351136669982,period,2.2694874159933534,None,483.6352359590237,483.63528641700395,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,50,50,0,,,,,100,0,,,,,c+4,poss,0.5,period,2.6157302919891663,None,None,,,,,,,,,,,0,50,50,134,483.64578095902107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.6374599999981,483.64578095902107,484.13589170901105,484.13589170901105,484.13589170901105,484.20977308400325,484.20977308400325,484.20977308400325,486.2682161250268,period,2.6157302919891663,None,486.26835283401306,486.26840308401734,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
6,15.0,,51,51,0,,,,,100,0,,,,,c+6,poss,0.5,z,2.9157050829962827,None,None,,,,,,,,,,,0,51,51,169,486.27899350001826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.27085154200904,486.27899350001826,486.7690497500007,486.7690497500007,486.7690497500007,486.84311887502554,486.84311887502554,486.84311887502554,489.20223054202506,z,2.9157050829962827,None,489.20235704199877,489.2024095420202,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,0.0,,52,52,0,,,,,0,100,,,,,c+2,noss,0.75,period,2.15032099999371,None,None,,,,,,,,,,,0,52,52,647,489.2129489170038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.20463145902613,489.2129489170038,489.95235579201835,489.95235579201835,489.95235579201835,490.0268249590008,490.0268249590008,490.0268249590008,491.36841475000256,period,2.15032099999371,None,491.368539417017,491.3685887090105,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,53,53,0,,,,,100,0,,,,,c+4,poss,0.75,period,3.919093292002799,None,None,,,,,,,,,,,0,53,53,138,491.3794685419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3710954170092,491.3794685419998,492.1195635420154,492.1195635420154,492.1195635420154,492.19343058401137,492.19343058401137,492.19343058401137,495.30126133401063,period,3.919093292002799,None,495.30139295902336,495.30144320899853,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,0.0,,54,54,0,,,,,0,100,,,,,c-4,noss,1.0,z,2.519950667017838,None,None,,,,,,,,,,,0,54,54,528,495.31229450000683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.30346554200514,495.31229450000683,496.30209791701054,496.30209791701054,496.30209791701054,496.3768188340182,496.3768188340182,496.3768188340182,497.84609337500297,z,2.519950667017838,None,497.84615212501376,497.8461664589995,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,55,55,0,,,,,0,100,,,,,c+4,noss,1.25,period,2.407869041984668,None,None,,,,,,,,,,,0,55,55,710,497.85348137500114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.84698062500684,497.85348137500114,499.0930002920213,499.0930002920213,499.0930002920213,499.16500991702196,499.16500991702196,499.16500991702196,500.2736017499992,period,2.407869041984668,None,500.27370099999825,500.2737385840155,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,15.0,,56,56,0,,,,,100,0,,,,,c-2,poss,0.75,z,2.013541084015742,None,None,,,,,,,,,,,0,56,56,14,500.2803844590089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.2757552920084,500.2803844590089,501.01909316700767,501.01909316700767,501.01909316700767,501.0937030840141,501.0937030840141,501.0937030840141,502.29658950000885,z,2.013541084015742,None,502.29673704202287,502.2967879170028,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
8,15.0,,57,57,0,,,,,100,0,,,,,c+8,poss,0.5,period,2.8441526670067105,None,None,,,,,,,,,,,0,57,57,220,502.30842916702386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.2994975000038,502.30842916702386,502.79325187500217,502.79325187500217,502.79325187500217,502.86650275002467,502.86650275002467,502.86650275002467,505.1626634170243,period,2.8441526670067105,None,505.16278758400586,505.1628373340063,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,58,58,0,,,,,100,0,,,,,c+0,negs,0.5,z,3.3595957919897046,None,None,,,,,,,,,,,0,58,58,428,505.1740655840258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.1653525000147,505.1740655840258,505.6599247090053,505.6599247090053,505.6599247090053,505.7322030420182,505.7322030420182,505.7322030420182,508.545832667005,z,3.3595957919897046,None,508.54593287501484,508.5459725840192,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
