center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2,-15.0,,24,24,0,,,,,,,,,,c-2,negs,100,right,1.186753582995152,None,None,,,,,,,,,,,0,24,24,544,600.8802799580008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.8720529170023,600.8802799580008,601.3704137919995,601.3704137919995,601.4453837500041,601.4453837500041,602.0709490000008,right,1.186753582995152,None,602.0710949580025,602.0711864170007,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,25,25,0,,,,,,,,,,c+8,poss,100,right,1.180468833001214,None,None,,,,,,,,,,,0,25,25,294,602.0811605830022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.0732906249978,602.0811605830022,602.570608957998,602.570608957998,602.6455334580023,602.6455334580023,603.2642562920009,right,1.180468833001214,None,603.2643906250014,603.2644453750036,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,26,26,0,,,,,,,,,,c-4,noss,0,left,1.1707116250036051,None,None,,,,,,,,,,,0,26,26,693,603.2752227079982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.2669200000018,603.2752227079982,603.7616974999983,603.7616974999983,603.8339997500007,603.8339997500007,604.4488615419978,left,1.1707116250036051,None,604.4490123750002,604.4491055000035,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,27,27,0,,,,,,,,,,c+8,poss,100,right,1.0652825419965666,None,None,,,,,,,,,,,0,27,27,313,604.4595561250026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.4515143750032,604.4595561250026,604.9451079580031,604.9451079580031,605.018287167004,605.018287167004,605.5307526250035,right,1.0652825419965666,None,605.5308693330007,605.5309125420026,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,28,28,0,,,,,,,,,,c+2,negs,100,right,1.0725674999994226,None,None,,,,,,,,,,,0,28,28,646,605.5408182500032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.5328729169996,605.5408182500032,606.0279288329984,606.0279288329984,606.1007645420032,606.1007645420032,606.6251827919987,right,1.0725674999994226,None,606.6252929580005,606.6253507080037,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,29,29,0,,,,,,,,,,c+4,poss,100,right,1.3158924589952221,None,None,,,,,,,,,,,0,29,29,214,606.6319244580009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.6273233750035,606.6319244580009,607.1210942920006,607.1210942920006,607.1955789170024,607.1955789170024,607.9545785000009,right,1.3158924589952221,None,607.9547285419976,607.9547818749998,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,30,30,0,,,,,,,,,,c-2,noss,0,left,1.0336407080030767,None,None,,,,,,,,,,,0,30,30,781,607.965362875002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.957762375001,607.965362875002,608.4544391669988,608.4544391669988,608.5292784580015,608.5292784580015,609.0032517920044,left,1.0336407080030767,None,609.003357499998,609.0033999169973,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,31,31,0,,,,,,,,,,c-4,negs,100,left,1.1159410410036799,None,None,,,,,,,,,,,0,31,31,503,609.0141934170024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.0053568750009,609.0141934170024,609.5042705419983,609.5042705419983,609.5791470830009,609.5791470830009,610.141268708001,left,1.1159410410036799,None,610.1413799170041,610.1414248750007,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,32,32,0,,,,,,,,,,c-8,negs,100,left,1.1921708340014447,None,None,,,,,,,,,,,0,32,32,345,610.1480859580042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.1434076669975,610.1480859580042,610.6377704999977,610.6377704999977,610.7122419169973,610.7122419169973,611.3481017079976,left,1.1921708340014447,None,611.3482978329994,611.3483485420002,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,33,33,0,,,,,,,,,,c+2,poss,100,right,1.2742303749982966,None,None,,,,,,,,,,,0,33,33,126,611.3592626250029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.3510332919977,611.3592626250029,611.8453093749995,611.8453093749995,611.9174944170009,611.9174944170009,612.6360321250031,right,1.2742303749982966,None,612.6361358330032,612.6361777499988,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,34,34,0,,,,,,,,,,c+2,negs,100,right,1.0390703749944805,None,None,,,,,,,,,,,0,34,34,661,612.6460835830003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.6381121250015,612.6460835830003,613.1374938750014,613.1374938750014,613.2126049580038,613.2126049580038,613.6954760829976,right,1.0390703749944805,None,613.6955887500008,613.6956331670008,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,35,35,0,,,,,,,,,,c+0,negs,100,right,1.0836441249994095,None,None,,,,,,,,,,,0,35,35,573,613.7029287920013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.6976105420035,613.7029287920013,614.1881907920033,614.1881907920033,614.2624117500018,614.2624117500018,614.7987792080021,right,1.0836441249994095,None,614.7989406249981,614.7990015000032,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,36,36,0,,,,,,,,,,c-6,negs,100,left,1.1360541250032838,None,None,,,,,,,,,,,0,36,36,405,614.8098585830012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.8015502499984,614.8098585830012,615.2954194170015,615.2954194170015,615.3672876249984,615.3672876249984,615.9487584169983,left,1.1360541250032838,None,615.9489112919982,615.948965333002,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,37,37,0,,,,,,,,,,c-8,negs,100,left,1.0939254590048222,None,None,,,,,,,,,,,0,37,37,362,615.9592004170045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.9511434579981,615.9592004170045,616.445515667001,616.445515667001,616.5178569170021,616.5178569170021,617.0647480000043,left,1.0939254590048222,None,617.0648841250004,617.0649391250045,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,38,38,0,,,,,,,,,,c-4,noss,0,left,1.1230207499975222,None,None,,,,,,,,,,,0,38,38,697,617.0751961249989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0670722499999,617.0751961249989,617.5621765420001,617.5621765420001,617.6344851250033,617.6344851250033,618.2044705000008,left,1.1230207499975222,None,618.2046108750001,618.2046663750007,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,39,39,0,,,,,,,,,,c+2,poss,100,right,1.4784520829998655,None,None,,,,,,,,,,,0,39,39,144,618.2151784169982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.2069374580024,618.2151784169982,618.7045954170026,618.7045954170026,618.7793414999978,618.7793414999978,619.6982801670019,right,1.4784520829998655,None,619.6984129999983,619.6984681250033,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,40,40,0,,,,,,,,,,c+4,poss,100,right,1.2042786669990164,None,None,,,,,,,,,,,0,40,40,188,619.7088220419973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.7008415829987,619.7088220419973,620.1955379170031,620.1955379170031,620.2681546250024,620.2681546250024,620.9159412500012,right,1.2042786669990164,None,620.9161137920019,620.9161731670029,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,41,41,0,,,,,,,,,,c+0,poss,100,left,1.2027024170020013,None,None,,,,,,,,,,,0,41,41,91,620.9272429170014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.9188834169981,620.9272429170014,621.4124142500004,621.4124142500004,621.4855870829997,621.4855870829997,622.1328226670012,left,1.2027024170020013,None,622.1329780000015,622.1330382919987,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,42,42,0,,,,,,,,,,c+2,negs,100,right,1.0858436659982544,None,None,,,,,,,,,,,0,42,42,616,622.1436123750027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.1353761249993,622.1436123750027,622.6291373749991,622.6291373749991,622.7014711669981,622.7014711669981,623.2323691249985,right,1.0858436659982544,None,623.2325213750009,623.2325824170039,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,15.0,,43,43,0,,,,,,,,,,c-2,poss,100,left,1.3304944579940639,None,None,,,,,,,,,,,0,43,43,48,623.2430871250035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.2348012919974,623.2430871250035,623.7290655420002,623.7290655420002,623.8012202919999,623.8012202919999,624.581798291998,left,1.3304944579940639,None,624.5819307499987,624.581986792,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,44,44,0,,,,,,,,,,c-2,noss,0,left,1.2054562919947784,None,None,,,,,,,,,,,0,44,44,749,624.5919208749983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.5840405420022,624.5919208749983,625.0790550419988,625.0790550419988,625.1510307499993,625.1510307499993,625.8038147080006,left,1.2054562919947784,None,625.803949000001,625.8039998329987,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,45,45,0,,,,,,,,,,c+0,negs,100,right,1.238928416998533,None,None,,,,,,,,,,,0,45,45,590,625.8141986249975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.8059811249987,625.8141986249975,626.305440832999,626.305440832999,626.3796065830029,626.3796065830029,627.0652390000032,right,1.238928416998533,None,627.0653974169982,627.065454042,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,46,46,0,,,,,,,,,,c+2,poss,100,left,1.1920019169992884,None,None,,,,,,,,,,,0,46,46,166,627.0755097080037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0675897500041,627.0755097080037,627.5624732080032,627.5624732080032,627.6355765830012,627.6355765830012,628.2704676249996,left,1.1920019169992884,None,628.270576750001,628.2706195830033,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,47,47,0,,,,,,,,,,c+2,poss,100,left,1.2558736669961945,None,None,,,,,,,,,,,0,47,47,114,628.2811769580003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.2725587500026,628.2811769580003,628.762015332999,628.762015332999,628.8349313750005,628.8349313750005,629.563865666998,left,1.2558736669961945,None,629.563991957999,629.564046958003,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,48,48,0,,,,,,,,,,c+8,poss,100,right,1.0373957499978133,None,None,,,,,,,,,,,0,48,48,307,629.5798382080029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.5665350830022,629.5798382080029,630.0552483749998,630.0552483749998,630.1297615420044,630.1297615420044,630.6204358750037,right,1.0373957499978133,None,630.6205390000032,630.6205810419997,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,49,49,0,,,,,,,,,,c+1,noss,0,left,1.8595341669933987,None,None,,,,,,,,,,,0,49,49,878,630.6460526250012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.6225085000042,630.6460526250012,631.1219968750011,631.1219968750011,631.1965032919979,631.1965032919979,632.5162396669984,left,1.8595341669933987,None,632.5164026249986,632.5164652919993,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,50,50,0,,,,,,,,,,c+6,poss,100,right,1.1948939169960795,None,None,,,,,,,,,,,0,50,50,253,632.5274642500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.5190711670002,632.5274642500008,633.0126586670012,633.0126586670012,633.0849341249996,633.0849341249996,633.7326864999995,right,1.1948939169960795,None,633.7328532500032,633.7329129999998,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,51,51,0,,,,,,,,,,c+0,negs,100,right,1.2879659999962314,None,None,,,,,,,,,,,0,51,51,592,633.7429557920041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.7352298330006,633.7429557920041,634.229665167004,634.229665167004,634.3014424580033,634.3014424580033,635.0417182919991,right,1.2879659999962314,None,635.0418266249981,635.0418707080025,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,52,52,0,,,,,,,,,,c+2,poss,100,left,1.7155617079988588,None,None,,,,,,,,,,,0,52,52,132,635.0486272499984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.0438417920013,635.0486272499984,635.5380626670012,635.5380626670012,635.6132871250011,635.6132871250011,636.7751726670031,left,1.7155617079988588,None,636.7752782500029,636.775324000002,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,53,53,0,,,,,,,,,,c+2,poss,100,left,1.6549512909987243,None,None,,,,,,,,,,,0,53,53,153,636.7820144580037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.7772791669995,636.7820144580037,637.2719787079986,637.2719787079986,637.3466081669976,637.3466081669976,638.4490374579982,left,1.6549512909987243,None,638.4491442920043,638.4492031249974,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,54,54,0,,,,,,,,,,c-2,noss,0,left,1.3969081670002197,None,None,,,,,,,,,,,0,54,54,743,638.4591273749975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.4511883329978,638.4591273749975,638.9463124579997,638.9463124579997,639.0181880419987,639.0181880419987,639.8656778330042,left,1.3969081670002197,None,639.865813000004,639.8658696670027,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,55,55,0,,,,,,,,,,c-4,negs,100,left,1.3942081670029438,None,None,,,,,,,,,,,0,55,55,459,639.8765830420016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.8684224579993,639.8765830420016,640.3628727079995,640.3628727079995,640.4365950420033,640.4365950420033,641.2821644580035,left,1.3942081670029438,None,641.2822991249996,641.2823532500042,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,56,56,0,,,,,,,,,,c-8,negs,100,left,1.354888125002617,None,None,,,,,,,,,,,0,56,56,359,641.2926000829975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.2845988749978,641.2926000829975,641.7796463330014,641.7796463330014,641.8514108750023,641.8514108750023,642.6501314580019,left,1.354888125002617,None,642.6502656669982,642.6503230000017,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,57,57,0,,,,,,,,,,c+2,poss,100,left,1.3582679579994874,None,None,,,,,,,,,,,0,57,57,162,642.6606314169985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.6526549170012,642.6606314169985,643.1464600000036,643.1464600000036,643.2200871669993,643.2200871669993,644.0221265420041,left,1.3582679579994874,None,644.0222775000002,644.0223331250018,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,58,58,0,,,,,,,,,,c+4,poss,100,right,2.1977547499991488,None,None,,,,,,,,,,,0,58,58,169,644.0326427079999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.0244697079979,644.0326427079999,644.5227795829996,644.5227795829996,644.5970426249987,644.5970426249987,646.2328710000002,right,2.1977547499991488,None,646.2330039169974,646.2330583750008,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,0.0,,59,59,0,,,,,,,,,,c+2,noss,0,right,1.2242770829980145,None,None,,,,,,,,,,,0,59,59,904,646.2430589580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.2351080419976,646.2430589580035,646.7299686670012,646.7299686670012,646.8025192920031,646.8025192920031,647.4710955420014,right,1.2242770829980145,None,647.4712393750015,647.4712940000027,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,15.0,,60,60,0,,,,,,,,,,c-2,poss,100,left,1.0764130410025246,None,None,,,,,,,,,,,0,60,60,52,647.4817714169985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.4735678330035,647.4817714169985,647.9733669170018,647.9733669170018,648.0470356669975,648.0470356669975,648.5663745420024,left,1.0764130410025246,None,648.5665105829976,648.5665701670005,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,61,61,0,,,,,,,,,,c+0,negs,100,right,1.0657937910000328,None,None,,,,,,,,,,,0,61,61,606,648.5772461669985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.5688595419997,648.5772461669985,649.0633341670036,649.0633341670036,649.1357656250038,649.1357656250038,649.6488758749983,right,1.0657937910000328,None,649.6489829999991,649.649026250001,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,62,62,0,,,,,,,,,,c+4,poss,100,right,1.1389072079982725,None,None,,,,,,,,,,,0,62,62,220,649.6591459999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.6510560000024,649.6591459999981,650.1467226669993,650.1467226669993,650.218920583,650.218920583,650.8093928329981,right,1.1389072079982725,None,650.8095030420009,650.809551667,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,63,63,0,,,,,,,,,,c+8,poss,100,right,1.1538688329965225,None,None,,,,,,,,,,,0,63,63,285,650.8162538329998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.811536125002,650.8162538329998,651.3055022920016,651.3055022920016,651.380482624998,651.380482624998,651.9826384999978,right,1.1538688329965225,None,651.9827697919973,651.9828254169988,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,0.0,,64,64,0,,,,,,,,,,c+4,noss,0,right,1.1868891669946606,None,None,,,,,,,,,,,0,64,64,1006,651.9935719580026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.9851607079981,651.9935719580026,652.480004750003,652.480004750003,652.5525390830007,652.5525390830007,653.1833463750008,right,1.1868891669946606,None,653.1834951670025,653.1835488330034,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,65,65,0,,,,,,,,,,c-4,negs,100,left,1.1028189580028993,None,None,,,,,,,,,,,0,65,65,458,653.1940718330006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.185880625002,653.1940718330006,653.6800654170002,653.6800654170002,653.7523027080024,653.7523027080024,654.2994935000024,left,1.1028189580028993,None,654.2996732500033,654.2997378750006,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
