center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2.75,-15.0,,26,26,0,,,,,,,,,,p3,negs,100,left,1.3363704580042395,None,None,,,,,,,,,,,0,26,26,534,83.0293043749989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.02102125000238,83.0293043749989,83.51547237500199,83.51547237500199,83.58758708299865,83.58758708299865,84.36844137500157,left,1.3363704580042395,None,84.36855029100116,84.36859395800275,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,27,27,0,,,,,,,,,,m3,negs,100,left,1.1041192500051693,None,None,,,,,,,,,,,0,27,27,291,84.37848666599893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.37053279099928,84.37848666599893,84.86563495799783,84.86563495799783,84.93919479099713,84.93919479099713,85.48516791599832,left,1.1041192500051693,None,85.48530354099785,85.4853589580016,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,28,28,0,,,,,,,,,,PSE,poss,100,right,1.35582758399687,None,None,,,,,,,,,,,0,28,28,143,85.4956997909976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.48750429099891,85.4956997909976,85.9823832080001,85.9823832080001,86.0549210829995,86.0549210829995,86.8577216249978,right,1.35582758399687,None,86.85786262500187,86.85791991600126,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,29,29,0,,,,,,,,,,p1,noss,0,right,1.4011342909943778,None,None,,,,,,,,,,,0,29,29,647,86.86836158300139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.859997749998,86.86836158300139,87.35808316600014,87.35808316600014,87.43288333300006,87.43288333300006,88.27388554099889,right,1.4011342909943778,None,88.27398987500055,88.27403370800312,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,30,30,0,,,,,,,,,,p1,poss,100,right,1.244872958995984,None,None,,,,,,,,,,,0,30,30,193,88.28411416600284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.27599275000102,88.28411416600284,88.77544416599994,88.77544416599994,88.84970654099743,88.84970654099743,89.53466479099734,right,1.244872958995984,None,89.53476712499833,89.53481104099774,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,31,31,0,,,,,,,,,,p1,noss,0,right,1.455523707998509,None,None,,,,,,,,,,,0,31,31,646,89.54460362499958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.53674916599994,89.54460362499958,90.0324712080037,90.0324712080037,90.1055710829969,90.1055710829969,91.0027394580029,right,1.455523707998509,None,91.00289470799908,91.00295458300388,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,32,32,0,,,,,,,,,,m3,negs,100,left,1.2066880839993246,None,None,,,,,,,,,,,0,32,32,296,91.01358566599811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.00547258299775,91.01358566599811,91.49931708299846,91.49931708299846,91.57065758299723,91.57065758299723,92.22384320799756,left,1.2066880839993246,None,92.22394858299958,92.22399316600058,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-0.5,0.0,,33,33,0,,,,,,,,,,m1,noss,0,right,1.523464582998713,None,None,,,,,,,,,,,0,33,33,616,92.24941958300042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.22591320799984,92.24941958300042,92.72430979100318,92.72430979100318,92.79982020799798,92.79982020799798,93.78533012499975,right,1.523464582998713,None,93.78546487499989,93.78551999999763,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,34,34,0,,,,,,,,,,p1,noss,0,left,3.3393661660011276,None,None,,,,,,,,,,,0,34,34,654,93.79549162500189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.78758254100103,93.79549162500189,94.28268424999987,94.28268424999987,94.35597037499974,94.35597037499974,97.14108700000361,left,3.3393661660011276,None,97.14124179100327,97.14129966600012,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,35,35,0,,,,,,,,,,PSE,poss,100,right,1.777042582994909,None,None,,,,,,,,,,,0,35,35,129,97.15198920800322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14357949999976,97.15198920800322,97.64264920799906,97.64264920799906,97.71661983300146,97.71661983300146,98.93524291599897,right,1.777042582994909,None,98.93534825000097,98.9353915410029,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,36,36,0,,,,,,,,,,m3,poss,100,left,1.0830314999984694,None,None,,,,,,,,,,,0,36,36,35,98.94530449999729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93731649999972,98.94530449999729,99.43279570800223,99.43279570800223,99.5060861660022,99.5060861660022,100.0360019159998,left,1.0830314999984694,None,100.03616725000029,100.03622054099833,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,37,37,0,,,,,,,,,,m1,poss,100,left,1.238461583998287,None,None,,,,,,,,,,,0,37,37,80,100.04765112500172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.03926604099979,100.04765112500172,100.53289737500018,100.53289737500018,100.60566166599892,100.60566166599892,101.29166362500109,left,1.238461583998287,None,101.2917696250006,101.29181300000346,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,38,38,0,,,,,,,,,,m3,poss,100,left,1.1124986249997164,None,None,,,,,,,,,,,0,38,38,23,101.30212483299692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.29378479099978,101.30212483299692,101.79149812499963,101.79149812499963,101.86677662500006,101.86677662500006,102.41890720799711,left,1.1124986249997164,None,102.41904174999945,102.41909745799785,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,39,39,0,,,,,,,,,,p3,poss,100,right,1.1149009579967242,None,None,,,,,,,,,,,0,39,39,279,102.4289517080033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.42106408299878,102.4289517080033,102.91633525000361,102.91633525000361,102.98840950000158,102.98840950000158,103.55297308300214,right,1.1149009579967242,None,103.55312883300212,103.55320012500306,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,40,40,0,,,,,,,,,,p1,poss,100,right,1.5399154589977115,None,None,,,,,,,,,,,0,40,40,176,103.56371379100165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.55556008299754,103.56371379100165,104.04972462500155,104.04972462500155,104.12263762499788,104.12263762499788,105.1080540000039,right,1.5399154589977115,None,105.1081558750011,105.10820008299925,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.0,0.0,,41,41,0,,,,,,,,,,m3,noss,0,left,1.1504327919974457,None,None,,,,,,,,,,,0,41,41,575,105.11875562500063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.11013745800301,105.11875562500063,105.60854629099777,105.60854629099777,105.6833728749989,105.6833728749989,106.27418995799962,left,1.1504327919974457,None,106.27431958299712,106.27437545800058,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,42,42,0,,,,,,,,,,p2,poss,100,right,1.2835191670019412,None,None,,,,,,,,,,,0,42,42,204,106.29994620799698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.27642070800357,106.29994620799698,106.77507770800003,106.77507770800003,106.85026683300384,106.85026683300384,107.58590958300192,right,1.2835191670019412,None,107.58604545800335,107.58610204100114,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,43,43,0,,,,,,,,,,PSE,negs,100,left,1.1876905410026666,None,None,,,,,,,,,,,0,43,43,428,107.59651100000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.58843895800237,107.59651100000337,108.08227425000223,108.08227425000223,108.15513754099811,108.15513754099811,108.78756120800244,left,1.1876905410026666,None,108.78772491600103,108.78778637500363,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.0,0.0,,44,44,0,,,,,,,,,,m3,noss,0,left,1.0021094999974594,None,None,,,,,,,,,,,0,44,44,566,108.79827866599953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.79019912500371,108.79827866599953,109.28316558300139,109.28316558300139,109.35484249999718,109.35484249999718,109.80324683299841,left,1.0021094999974594,None,109.80341391600086,109.8034772079991,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.0,0.0,,45,45,0,,,,,,,,,,PSE,noss,0,left,1.1050609580051969,None,None,,,,,,,,,,,0,45,45,637,109.81415258299967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.80593224999757,109.81415258299967,110.2998698750016,110.2998698750016,110.37338583300152,110.37338583300152,110.92431637499976,left,1.1050609580051969,None,110.92442254100024,110.92446604099678,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,46,46,0,,,,,,,,,,PSE,negs,100,left,1.1053195829954348,None,None,,,,,,,,,,,0,46,46,415,110.95004450000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.92640024999855,110.95004450000124,111.42589958300232,111.42589958300232,111.50043624999671,111.50043624999671,112.0578843330004,left,1.1053195829954348,None,112.05798825000238,112.05803066599765,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,47,47,0,,,,,,,,,,m3,negs,100,left,0.9948360420021345,None,None,,,,,,,,,,,0,47,47,303,112.08346929099935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.05995508300111,112.08346929099935,112.55943966600171,112.55943966600171,112.63381837499765,112.63381837499765,113.08585733299697,left,0.9948360420021345,None,113.08599283300282,113.0860492080028,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,48,48,0,,,,,,,,,,m3,negs,100,left,1.0246794999984559,None,None,,,,,,,,,,,0,48,48,282,113.09609325000201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0882188750038,113.09609325000201,113.58331854100106,113.58331854100106,113.6672650410037,113.6672650410037,114.1259952909968,left,1.0246794999984559,None,114.12613275000331,114.12618812500295,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,49,49,0,,,,,,,,,,PSE,poss,100,right,1.1742684170021676,None,None,,,,,,,,,,,0,49,49,134,114.13642933299707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.12837637500343,114.13642933299707,114.62647079100134,114.62647079100134,114.70076187499944,114.70076187499944,115.31925000000047,right,1.1742684170021676,None,115.31938616600382,115.31943733299704,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,50,50,0,,,,,,,,,,m2,negs,100,left,1.2097521670002607,None,None,,,,,,,,,,,0,50,50,345,115.32887650000339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.32136349999928,115.32887650000339,115.81671758300217,115.81671758300217,115.88909033300297,115.88909033300297,116.5418644579986,left,1.2097521670002607,None,116.54197170800035,116.54201516600006,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,51,51,0,,,,,,,,,,m2,poss,100,left,1.223835250006232,None,None,,,,,,,,,,,0,51,51,40,116.55229074999806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.54394275000232,116.55229074999806,117.04232270800276,117.04232270800276,117.11747304099845,117.11747304099845,117.78611437499785,left,1.223835250006232,None,117.78622533300222,117.78628679100075,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,52,52,0,,,,,,,,,,p1,noss,0,right,1.142316541998298,None,None,,,,,,,,,,,0,52,52,650,117.79637599999842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.78822429099819,117.79637599999842,118.28349524999794,118.28349524999794,118.35540200000105,118.35540200000105,118.9425407910021,right,1.142316541998298,None,118.94264912499784,118.94269329099916,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-0.5,0.0,,53,53,0,,,,,,,,,,m1,noss,0,right,1.150963790998503,None,None,,,,,,,,,,,0,53,53,618,118.9528417909969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.94463441600237,118.9528417909969,119.4434544579999,119.4434544579999,119.51756849999947,119.51756849999947,120.108958290999,right,1.150963790998503,None,120.10907674999908,120.10912095799722,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,54,54,0,,,,,,,,,,p1,negs,100,left,1.1858758340022177,None,None,,,,,,,,,,,0,54,54,477,120.11951016599778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.11108799999784,120.11951016599778,120.609295166003,120.609295166003,120.68384425000113,120.68384425000113,121.30761962499673,left,1.1858758340022177,None,121.30772162500216,121.30776629100001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,55,55,0,,,,,,,,,,p3,poss,100,right,1.0948949579978944,None,None,,,,,,,,,,,0,55,55,259,121.31773129099747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3097674160017,121.31773129099747,121.80934037500265,121.80934037500265,121.88420475000021,121.88420475000021,122.41944441600208,right,1.0948949579978944,None,122.41954904099839,122.4195936660035,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,56,56,0,,,,,,,,,,m3,poss,100,right,1.2752680420016986,None,None,,,,,,,,,,,0,56,56,20,122.42947516599816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.42153762499947,122.42947516599816,122.9170573750016,122.9170573750016,122.98898562500108,122.98898562500108,123.70816658299736,right,1.2752680420016986,None,123.70829195799888,123.7083465830001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,57,57,0,,,,,,,,,,p1,poss,100,right,1.086966292001307,None,None,,,,,,,,,,,0,57,57,177,123.71872391599754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.71058900000207,123.71872391599754,124.20950429100048,124.20950429100048,124.28427766600362,124.28427766600362,124.80847116599762,right,1.086966292001307,None,124.80858062500192,124.80862429099943,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,58,58,0,,,,,,,,,,p2,poss,100,right,1.0601079999978538,None,None,,,,,,,,,,,0,58,58,230,124.81927033299871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.81083804099762,124.81927033299871,125.31004070799827,125.31004070799827,125.38432620799722,125.38432620799722,125.88643470800162,right,1.0601079999978538,None,125.88656266599719,125.8866175410003,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,59,59,0,,,,,,,,,,p1,negs,100,left,1.1848907919993508,None,None,,,,,,,,,,,0,59,59,469,125.89647883299767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.88858416600124,125.89647883299767,126.38382245800312,126.38382245800312,126.45698633300344,126.45698633300344,127.08707612499711,left,1.1848907919993508,None,127.08724045800045,127.08733416599716,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,60,60,0,,,,,,,,,,m1,negs,100,left,1.1864765409991378,None,None,,,,,,,,,,,0,60,60,381,127.09747329100355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.08949791600025,127.09747329100355,127.5830882079972,127.5830882079972,127.65617666600156,127.65617666600156,128.28646483299963,left,1.1864765409991378,None,128.2865709999969,128.28661608300172,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,61,61,0,,,,,,,,,,p3,negs,100,right,1.1679735409998102,None,None,,,,,,,,,,,0,61,61,552,128.2965722910012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.28855150000163,128.2965722910012,128.78381616600382,128.78381616600382,128.85628141600318,128.85628141600318,129.47067487500317,right,1.1679735409998102,None,129.4708309580019,129.47089195800072,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,62,62,0,,,,,,,,,,m3,negs,100,left,1.054256457995507,None,None,,,,,,,,,,,0,62,62,300,129.48109366599965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.4731195409986,129.48109366599965,129.9672959160016,129.9672959160016,130.03940358300315,130.03940358300315,130.54562820799765,left,1.054256457995507,None,130.54573054100183,130.54577674999746,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,63,63,0,,,,,,,,,,m2,poss,100,left,1.1336312919956981,None,None,,,,,,,,,,,0,63,63,49,130.55319800000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.54770933299733,130.55319800000143,131.04290466599923,131.04290466599923,131.1178928329973,131.1178928329973,131.69268491600087,left,1.1336312919956981,None,131.69281000000046,131.69286475000263,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,64,64,0,,,,,,,,,,m1,poss,100,left,1.1307846249983413,None,None,,,,,,,,,,,0,64,64,86,131.70323841599748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.69482487499772,131.70323841599748,132.19313887500175,132.19313887500175,132.26787624999997,132.26787624999997,132.83665629100142,left,1.1307846249983413,None,132.83678983300342,132.83684904099937,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,65,65,0,,,,,,,,,,m2,poss,100,left,0.9912894580047578,None,None,,,,,,,,,,,0,65,65,46,132.84728966600233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.83926404100202,132.84728966600233,133.33414670800266,133.33414670800266,133.4062240830026,133.4062240830026,133.8428311250027,left,0.9912894580047578,None,133.84295408300386,133.84300816599716,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.0,0.0,,66,66,0,,,,,,,,,,p2,noss,0,right,1.0721049580024555,None,None,,,,,,,,,,,0,66,66,674,133.85333941599674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.84491358300147,133.85333941599674,134.3428624579974,134.3428624579974,134.4179284999991,134.4179284999991,134.93666679099988,right,1.0721049580024555,None,134.93679987500218,134.93685558300058,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.0,0.0,,67,67,0,,,,,,,,,,p2,noss,0,right,1.0121054590053973,None,None,,,,,,,,,,,0,67,67,672,134.94681512500392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.93879291600024,134.94681512500392,135.43420341599995,135.43420341599995,135.50644949999696,135.50644949999696,135.98542454100243,right,1.0121054590053973,None,135.9855613749969,135.98561862500355,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.0,0.0,,68,68,0,,,,,,,,,,p3,noss,0,right,0.966037124999275,None,None,,,,,,,,,,,0,68,68,697,136.0013419579991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.98788145800063,136.0013419579991,136.47700574999908,136.47700574999908,136.5514815830029,136.5514815830029,136.9700864999977,right,0.966037124999275,None,136.97021762499935,136.9702723750015,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
