center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
4,0.0,,21,21,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.2292540000053123,None,None,,,,,,,,,,,0,21,21,693,195.57624983304413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.56692700000713,195.57624983304413,196.31128216604702,196.31128216604702,196.31128216604702,196.3841412080219,196.3841412080219,196.3841412080219,196.81398916599574,period,1.2292540000053123,None,196.81415604101494,196.8142130000051,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
8,15.0,,22,22,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.492256500001531,None,None,,,,,,,,,,,0,22,22,238,196.82588479103288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.81687170802616,196.82588479103288,197.81132004101528,197.81132004101528,197.81132004101528,197.88352745800512,197.88352745800512,197.88352745800512,198.33059920801315,period,1.492256500001531,None,198.33073145803064,198.33078783302335,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,23,23,0,,,,,100,0,,,,,c-6,negs,0.75,z,1.2701384579995647,None,None,,,,,,,,,,,0,23,23,306,198.34142216603504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.33284329104936,198.34142216603504,199.07800208299886,199.07800208299886,199.07800208299886,199.15016629104502,199.15016629104502,199.15016629104502,199.61458258301718,z,1.2701384579995647,None,199.61475350003457,199.6148126660264,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,24,24,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.3190382909961045,None,None,,,,,,,,,,,0,24,24,57,199.62649400002556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.61751262500184,199.62649400002556,200.3616590410238,200.3616590410238,200.3616590410238,200.4348874160205,200.4348874160205,200.4348874160205,200.9485587500385,z,1.3190382909961045,None,200.94871433300432,200.9487709160312,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,25,25,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.1312488749972545,None,None,,,,,,,,,,,0,25,25,63,200.96025920804823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.95099762501195,200.96025920804823,201.6947091250331,201.6947091250331,201.6947091250331,201.7667970409966,201.7667970409966,201.7667970409966,202.09723541600397,z,1.1312488749972545,None,202.09733741602395,202.0973793330486,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,26,26,0,,,,,0,100,,,,,c+2,noss,1.0,z,1.470150500012096,None,None,,,,,,,,,,,0,26,26,659,202.10835333302384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0994139999966,202.10835333302384,203.09488162503112,203.09488162503112,203.09488162503112,203.16682254103944,203.16682254103944,203.16682254103944,203.58097620803164,z,1.470150500012096,None,203.5811112500378,203.58116720803082,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,27,27,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.620218250027392,None,None,,,,,,,,,,,0,27,27,442,203.59225220803637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.5833331660251,203.59225220803637,204.57825645804405,204.57825645804405,204.57825645804405,204.65061270800652,204.65061270800652,204.65061270800652,205.21542533300817,period,1.620218250027392,None,205.2155818750034,205.2156396250357,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,28,28,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.6755324580008164,None,None,,,,,,,,,,,0,28,28,529,205.22681025002385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.21792662504595,205.22681025002385,206.21168404101627,206.21168404101627,206.21168404101627,206.2846050829976,206.2846050829976,206.2846050829976,206.91361266601598,z,1.6755324580008164,None,206.91372116602724,206.91377491602907,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,29,29,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.515291374991648,None,None,,,,,,,,,,,0,29,29,24,206.92129666602705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.91580358304782,206.92129666602705,207.91174912505085,207.91174912505085,207.91174912505085,207.98481983301463,207.98481983301463,207.98481983301463,208.44774525001412,z,1.515291374991648,None,208.44788508303463,208.44794391602045,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,30,30,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.1635383749962784,None,None,,,,,,,,,,,0,30,30,60,208.45903308299603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.4504291250487,208.45903308299603,209.19513800001005,209.19513800001005,209.19513800001005,209.26735091605224,209.26735091605224,209.26735091605224,209.6311667500413,z,1.1635383749962784,None,209.6313270830433,209.63138333300594,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,31,31,0,,,,,100,0,,,,,c-2,poss,0.5,z,0.9287811670219526,None,None,,,,,,,,,,,0,31,31,7,209.64295787503943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.6340427499963,209.64295787503943,210.12850229104515,210.12850229104515,210.12850229104515,210.20124220801517,210.20124220801517,210.20124220801517,210.58158429100877,z,0.9287811670219526,None,210.5818380410201,210.5819427500246,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,32,32,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.6931798749719746,None,None,,,,,,,,,,,0,32,32,545,210.59407087502768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.58469483302906,210.59407087502768,211.8285540410434,211.8285540410434,211.8285540410434,211.90002095804084,211.90002095804084,211.90002095804084,212.29769233299885,z,1.6931798749719746,None,212.29782920802245,212.29789308301406,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,33,33,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.1906973749864846,None,None,,,,,,,,,,,0,33,33,92,212.30905541602988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.30016083305236,212.30905541602988,212.79526887502288,212.79526887502288,212.79526887502288,212.86723004101077,212.86723004101077,212.86723004101077,213.50363712501712,z,1.1906973749864846,None,213.5037478330196,213.50379099999554,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,34,34,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.3145200419821776,None,None,,,,,,,,,,,0,34,34,62,213.51484141603578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.50578987499466,213.51484141603578,214.25520025001606,214.25520025001606,214.25520025001606,214.32802595803514,214.32802595803514,214.32802595803514,214.83215012500295,z,1.3145200419821776,None,214.83239799999865,214.83249625004828,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,35,35,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.4185600830242038,None,None,,,,,,,,,,,0,35,35,187,214.8441681250115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.83501266600797,214.8441681250115,215.57825941604096,215.57825941604096,215.57825941604096,215.65087379101897,215.65087379101897,215.65087379101897,216.26586041599512,period,1.4185600830242038,None,216.26601058302913,216.2660690410412,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,36,36,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.7550267500337213,None,None,,,,,,,,,,,0,36,36,452,216.2776613330352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.26842504099477,216.2776613330352,217.5119700410287,217.5119700410287,217.5119700410287,217.58415045804577,217.58415045804577,217.58415045804577,218.03774087503552,period,1.7550267500337213,None,218.03787183301756,218.03792720800266,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,37,37,0,,,,,100,0,,,,,c+2,poss,1.25,z,1.9477089999709278,None,None,,,,,,,,,,,0,37,37,119,218.04841733304784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.04015854099998,218.04841733304784,219.28824550000718,219.28824550000718,219.28824550000718,219.36267537501408,219.36267537501408,219.36267537501408,219.99923658301122,z,1.9477089999709278,None,219.9993828330189,219.99944558303105,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,-15.0,,38,38,0,,,,,100,0,,,,,c-4,negs,0.75,period,1.37324433401227,None,None,,,,,,,,,,,0,38,38,348,220.0107578750467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.00161066604778,220.0107578750467,220.74553783301963,220.74553783301963,220.74553783301963,220.81682458304567,220.81682458304567,220.81682458304567,221.3875899160048,period,1.37324433401227,None,221.38769479101757,221.38774070801446,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,39,39,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.7052257080213167,None,None,,,,,,,,,,,0,39,39,706,221.39844275003998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.38972704100888,221.39844275003998,222.63848441600567,222.63848441600567,222.63848441600567,222.71267416601768,222.71267416601768,222.71267416601768,223.11509425000986,period,1.7052257080213167,None,223.11523358302657,223.1153069580323,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,40,40,0,,,,,0,100,,,,,c+0,noss,1.25,period,1.627181791991461,None,None,,,,,,,,,,,0,40,40,622,223.12647170800483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.11758345802082,223.12647170800483,224.36172095802613,224.36172095802613,224.36172095802613,224.4347490410437,224.4347490410437,224.4347490410437,224.7651432499988,period,1.627181791991461,None,224.76539312500972,224.7655130000203,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,41,41,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.255397874978371,None,None,,,,,,,,,,,0,41,41,54,224.77740679105045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7680983330356,224.77740679105045,225.51256079104496,225.51256079104496,225.51256079104496,225.58412833302282,225.58412833302282,225.58412833302282,226.03672550001647,z,1.255397874978371,None,226.03683262504637,226.03688804100966,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,42,42,0,,,,,100,0,,,,,c-8,negs,0.5,period,0.9609426659881137,None,None,,,,,,,,,,,0,42,42,262,226.04800558299758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0388431660249,226.04800558299758,226.53869025001768,226.53869025001768,226.53869025001768,226.61295083304867,226.61295083304867,226.61295083304867,227.01500012504403,period,0.9609426659881137,None,227.0151067500119,227.01515133300563,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,43,43,0,,,,,100,0,,,,,c+2,poss,1.25,z,1.6644371669972315,None,None,,,,,,,,,,,0,43,43,125,227.0257802500273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.01717641600408,227.0257802500273,228.2624943749979,228.2624943749979,228.2624943749979,228.335600875027,228.335600875027,228.335600875027,228.69852191599784,z,1.6644371669972315,None,228.69869312504306,228.6987749999971,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,44,44,0,,,,,0,100,,,,,c+0,noss,1.25,period,1.703496708010789,None,None,,,,,,,,,,,0,44,44,625,228.71071716601728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.70184633304598,228.71071716601728,229.94583629100816,229.94583629100816,229.94583629100816,230.01829850004287,230.01829850004287,230.01829850004287,230.4206991250394,period,1.703496708010789,None,230.42080424999585,230.42085550003685,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,45,45,0,,,,,100,0,,,,,c+0,poss,0.75,period,1.5204407920246013,None,None,,,,,,,,,,,0,45,45,59,230.43184662499698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.4228643749957,230.43184662499698,231.17236058303388,231.17236058303388,231.17236058303388,231.24666495801648,231.24666495801648,231.24666495801648,231.95497304102173,period,1.5204407920246013,None,231.9551035000477,231.9551712500397,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,46,46,0,,,,,0,100,,,,,c+0,noss,0.5,z,1.182027917006053,None,None,,,,,,,,,,,0,46,46,595,231.96549170801882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.95739316602703,231.96549170801882,232.45449708303204,232.45449708303204,232.45449708303204,232.52975558303297,232.52975558303297,232.52975558303297,233.16085137502523,z,1.182027917006053,None,233.16095695801778,233.16100145800738,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,47,47,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.3146739170188084,None,None,,,,,,,,,,,0,47,47,56,233.1685317500378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.16337316599675,233.1685317500378,233.90545529103838,233.90545529103838,233.90545529103838,233.97993737499928,233.97993737499928,233.97993737499928,234.48769050004194,z,1.3146739170188084,None,234.48781391599914,234.48786812502658,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,48,48,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.7489187090541236,None,None,,,,,,,,,,,0,48,48,704,234.49856745800935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.48990754102124,234.49856745800935,235.73871674999828,235.73871674999828,235.73871674999828,235.81335533299716,235.81335533299716,235.81335533299716,236.26015008304967,period,1.7489187090541236,None,236.26025458303047,236.26029925001785,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,49,49,0,,,,,100,0,,,,,c-2,poss,0.75,period,1.0833143329946324,None,None,,,,,,,,,,,0,49,49,21,236.26698812504765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.26240450004116,236.26698812504765,237.00551925000036,237.00551925000036,237.00551925000036,237.0797707909951,237.0797707909951,237.0797707909951,237.35494129103608,period,1.0833143329946324,None,237.35504391603172,237.35508624999784,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,50,50,0,,,,,0,100,,,,,c-2,noss,0.5,z,0.10466595803154632,None,None,,,,,,,,,,,0,50,50,550,237.36575658305082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.3571210410446,237.36575658305082,,,,,,,237.47417158301687,z,0.10466595803154632,None,237.47427745803725,237.47433250001632,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,51,51,0,,,,,100,0,,,,,c-8,negs,1.0,z,2.3807739579933695,None,None,,,,,,,,,,,0,51,51,282,237.48404608300189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.4763144160388,237.48404608300189,238.4715928750229,238.4715928750229,238.4715928750229,238.54680666601053,238.54680666601053,238.54680666601053,239.87103070801822,z,2.3807739579933695,None,239.87113375001354,239.87117708299775,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,52,52,0,,,,,100,0,,,,,c-6,negs,1.25,period,1.8814212500001304,None,None,,,,,,,,,,,0,52,52,330,239.88229725003475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8731956660049,239.88229725003475,241.1218533750507,241.1218533750507,241.1218533750507,241.19675504101906,241.19675504101906,241.19675504101906,241.76625133299967,period,1.8814212500001304,None,241.76640550000593,241.76646408304805,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,53,53,0,,,,,100,0,,,,,c+6,poss,0.5,z,1.037651624996215,None,None,,,,,,,,,,,0,53,53,171,241.77756087499438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.76876062504016,241.77756087499438,242.26203291601269,242.26203291601269,242.26203291601269,242.33489475003444,242.33489475003444,242.33489475003444,242.8219396659988,z,1.037651624996215,None,242.82207220804412,242.822127750027,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,15.0,,54,54,0,,,,,100,0,,,,,c+4,poss,1.25,z,1.8138175420463085,None,None,,,,,,,,,,,0,54,54,160,242.83297120803036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.82467954105232,242.83297120803036,244.0735220000497,244.0735220000497,244.0735220000497,244.14688662503613,244.14688662503613,244.14688662503613,244.6494082910358,z,1.8138175420463085,None,244.64955691603245,244.64961633301573,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
8,15.0,,55,55,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.8872875830275007,None,None,,,,,,,,,,,0,55,55,243,244.66080837504705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.65191187500022,244.66080837504705,245.8963922910043,245.8963922910043,245.8963922910043,245.9691862910404,245.9691862910404,245.9691862910404,246.55465425003786,period,1.8872875830275007,None,246.5547810830176,246.55483716604067,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,56,56,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.7507467499817722,None,None,,,,,,,,,,,0,56,56,405,246.56599883304443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.55705212504836,246.56599883304443,247.55609183304477,247.55609183304477,247.55609183304477,247.63031770801172,247.63031770801172,247.63031770801172,248.32156716601457,period,1.7507467499817722,None,248.32169574999716,248.32175133301644,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,57,57,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.9637358339969069,None,None,,,,,,,,,,,0,57,57,327,248.33284554100828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.32391708303476,248.33284554100828,249.57217050000327,249.57217050000327,249.57217050000327,249.64717591600493,249.64717591600493,249.64717591600493,250.29962666600477,z,1.9637358339969069,None,250.29990416602232,250.29998325003544,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,58,58,0,,,,,0,100,,,,,c+0,noss,1.0,period,1.7794116250006482,None,None,,,,,,,,,,,0,58,58,615,250.31137125001987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.30248945800122,250.31137125001987,251.29668012500042,251.29668012500042,251.29668012500042,251.36853350000456,251.36853350000456,251.36853350000456,252.10037087503588,period,1.7794116250006482,None,252.10053983301623,252.10060308303218,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,59,59,0,,,,,100,0,,,,,c-6,negs,0.75,z,1.3072880830150098,None,None,,,,,,,,,,,0,59,59,309,252.11194683302892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.1029642500216,252.11194683302892,252.84671587502817,252.84671587502817,252.84671587502817,252.91873379104072,252.91873379104072,252.91873379104072,253.42287945799762,z,1.3072880830150098,None,253.42301141604548,253.423067583004,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
