center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
0,15.0,,137,137,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.2392516670006444,None,None,,,,,,,,,,,0,137,137,48,363.842129167002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.8336489170033,363.842129167002,364.3314250839976,364.3314250839976,364.3314250839976,364.40641341699666,364.40641341699666,364.40641341699666,365.0921177920027,z,1.2392516670006444,None,365.09224825000274,365.0923029170008,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,138,138,0,,,,,0,100,,,,,c+0,noss,1.25,z,2.119812124998134,None,None,,,,,,,,,,,0,138,138,625,365.1035255839961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0948592920031,365.1035255839961,366.33932366700174,366.33932366700174,366.33932366700174,366.4124678340013,366.4124678340013,366.4124678340013,367.22610933399847,z,2.119812124998134,None,367.22628299999633,367.2263372919988,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,139,139,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.5379729170017526,None,None,,,,,,,,,,,0,139,139,445,367.23821629199665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.2290597090032,367.23821629199665,368.2227561249965,368.2227561249965,368.2227561249965,368.2951457500021,368.2951457500021,368.2951457500021,368.7809071669981,period,1.5379729170017526,None,368.7810111250001,368.78105770899856,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,140,140,0,,,,,100,0,,,,,c-2,poss,0.5,z,1.1665239170033601,None,None,,,,,,,,,,,0,140,140,3,368.7916439999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.7830536670008,368.7916439999972,369.28245562499797,369.28245562499797,369.28245562499797,369.3565861669995,369.3565861669995,369.3565861669995,369.9642837499996,z,1.1665239170033601,None,369.9643858339987,369.964429833999,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,141,141,0,,,,,100,0,,,,,c-4,negs,1.25,z,2.015613666997524,None,None,,,,,,,,,,,0,141,141,374,369.9755330420012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.9668139589994,369.9755330420012,371.2153073340014,371.2153073340014,371.2153073340014,371.2899779590007,371.2899779590007,371.2899779590007,371.9975110419982,z,2.015613666997524,None,371.9976462920022,371.9977075839997,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,-15.0,,142,142,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.2094481250023819,None,None,,,,,,,,,,,0,142,142,473,372.0087109169981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.9997309589962,372.0087109169981,372.74864479200187,372.74864479200187,372.74864479200187,372.8234763340006,372.8234763340006,372.8234763340006,373.22567241700017,period,1.2094481250023819,None,373.22580295900116,373.22585908399924,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,143,143,0,,,,,100,0,,,,,c+2,poss,1.0,period,1.7709873330022674,None,None,,,,,,,,,,,0,143,143,107,373.2367086669983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.2278464999981,373.2367086669983,374.222816417001,374.222816417001,374.222816417001,374.2946700419998,374.2946700419998,374.2946700419998,375.02007041699835,period,1.7709873330022674,None,375.0201756669994,375.0202199999985,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,144,144,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5432567090028897,None,None,,,,,,,,,,,0,144,144,531,375.02675774999807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.02227854199737,375.02675774999807,376.01605250000284,376.01605250000284,376.01605250000284,376.09006750000117,376.09006750000117,376.09006750000117,376.57586495899886,z,1.5432567090028897,None,376.57601920900197,376.5760808749983,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,145,145,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5294902919995366,None,None,,,,,,,,,,,0,145,145,527,376.5881877089996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.57892229199933,376.5881877089996,377.5730564999976,377.5730564999976,377.5730564999976,377.64555741700315,377.64555741700315,377.64555741700315,378.1258684589993,z,1.5294902919995366,None,378.1260492090005,378.12610708399734,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,0.0,,146,146,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.523800167000445,None,None,,,,,,,,,,,0,146,146,698,378.13801991700166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.12885587500205,378.13801991700166,379.12296375000005,379.12296375000005,379.12296375000005,379.1950122920025,379.1950122920025,379.1950122920025,379.6658018750022,period,1.523800167000445,None,379.6659448339997,379.66600216700317,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,147,147,0,,,,,100,0,,,,,c+2,poss,0.75,z,1.4555673750001006,None,None,,,,,,,,,,,0,147,147,95,379.67625216700253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.6681523750012,379.67625216700253,380.4169729589994,380.4169729589994,380.4169729589994,380.49052358399786,380.49052358399786,380.49052358399786,381.14239466699655,z,1.4555673750001006,None,381.1425215420022,381.1425756669996,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,148,148,0,,,,,100,0,,,,,c-2,poss,0.5,z,1.091542665999441,None,None,,,,,,,,,,,0,148,148,9,381.1537697090025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.1451137920012,381.1537697090025,381.63985112500086,381.63985112500086,381.63985112500086,381.7121519170032,381.7121519170032,381.7121519170032,382.2479320420025,z,1.091542665999441,None,382.2480347919991,382.2480789589972,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,-15.0,,149,149,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.8813894159975462,None,None,,,,,,,,,,,0,149,149,395,382.2590853750007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.25009466699703,382.2590853750007,382.99981683400256,382.99981683400256,382.99981683400256,383.0739667919988,383.0739667919988,383.0739667919988,384.1434017089996,period,1.8813894159975462,None,384.143555249997,384.1436130000002,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,150,150,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.264692709002702,None,space,27.459905083000194,None,,,,,,,,,0,150,150,89,384.1546413749966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.1458793339989,384.1546413749966,384.63995208399865,384.63995208399865,384.63995208399865,384.71287733400095,384.71287733400095,384.71287733400095,385.42616579199967,z,1.264692709002702,None,385.4263262090026,412.8995340839974,space,385.43691104200116,385.43691104200116,27.459905083000194,None,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,0.0,,151,151,0,,,,,0,100,,,,,c+4,noss,0.75,period,3.177055833002669,None,None,,,,,,,,,,,0,151,151,691,412.91050916699896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.9019419999968,412.91050916699896,413.64992441699724,413.64992441699724,413.64992441699724,413.7248130000007,413.7248130000007,413.7248130000007,416.09349266700156,period,3.177055833002669,None,416.09359733400197,416.09364212500077,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,152,152,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.2059881669993047,None,None,,,,,,,,,,,0,152,152,227,416.1051117090028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.09615945899714,416.1051117090028,416.84076162499696,416.84076162499696,416.84076162499696,416.91327066699887,416.91327066699887,416.91327066699887,417.316068084001,period,1.2059881669993047,None,417.3161928749978,417.31624733399804,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,153,153,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.631088959002227,None,None,,,,,,,,,,,0,153,153,442,417.3273334999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.3183380420014,417.3273334999976,418.3176984169986,418.3176984169986,418.3176984169986,418.3917213750028,418.3917213750028,418.3917213750028,418.96110983400285,period,1.631088959002227,None,418.9612855840023,418.96136091699736,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,154,154,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.2303923749932437,None,None,,,,,,,,,,,0,154,154,185,418.9722646250011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9638224169976,418.9722646250011,419.7078909999982,419.7078909999982,419.7078909999982,419.7800342499977,419.7800342499977,419.7800342499977,420.21063824999874,period,1.2303923749932437,None,420.2108003749963,420.21085683399724,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,155,155,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.4194132090051426,None,None,,,,,,,,,,,0,155,155,238,420.2229107500025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.21390650000103,420.2229107500025,421.2079004999978,421.2079004999978,421.2079004999978,421.2800481250015,421.2800481250015,421.2800481250015,421.6452247089983,period,1.4194132090051426,None,421.64538704200095,421.6454496669976,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,156,156,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.8043102079973323,None,None,,,,,,,,,,,0,156,156,454,421.6566864589986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.6478984170026,421.6566864589986,422.8905137089969,422.8905137089969,422.8905137089969,422.9642574169993,422.9642574169993,422.9642574169993,423.46621816699917,period,1.8043102079973323,None,423.46634983400145,423.46640533400205,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,157,157,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.6827253750016098,None,None,,,,,,,,,,,0,157,157,27,423.47747858399816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.4685440839967,423.47747858399816,424.4672322499973,424.4672322499973,424.4672322499973,424.5420239590021,424.5420239590021,424.5420239590021,425.16598779200285,z,1.6827253750016098,None,425.16611312500027,425.1661687090018,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,158,158,0,,,,,0,100,,,,,c+0,noss,1.25,z,2.104247541996301,None,None,,,,,,,,,,,0,158,158,628,425.1773078749975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.1684664589993,425.1773078749975,426.4173571669962,426.4173571669962,426.4173571669962,426.4917782499979,426.4917782499979,426.4917782499979,427.29322862499976,z,2.104247541996301,None,427.29333912499715,427.2934002089969,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,159,159,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.2753654580010334,None,None,,,,,,,,,,,0,159,159,525,427.30079187500087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.2954282089995,427.30079187500087,428.04155795899715,428.04155795899715,428.04155795899715,428.1144628749971,428.1144628749971,428.1144628749971,428.5791367089987,z,1.2753654580010334,None,428.57933837499877,428.5794051249977,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,160,160,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.0425242920027813,None,None,,,,,,,,,,,0,160,160,427,428.5909404589984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.5821415419996,428.5909404589984,429.07489825000084,429.07489825000084,429.07489825000084,429.14694533400325,429.14694533400325,429.14694533400325,429.6443538340027,period,1.0425242920027813,None,429.644482083997,429.6445367499982,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,161,161,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.7085040419988218,None,None,,,,,,,,,,,0,161,161,244,429.6556140419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.6468983750019,429.6556140419998,430.89164837499993,430.89164837499993,430.89164837499993,430.9638466670003,430.9638466670003,430.9638466670003,431.3673136669968,period,1.7085040419988218,None,431.3674551669974,431.3675149999981,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,162,162,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.3381330000047456,None,None,,,,,,,,,,,0,162,162,432,431.37794304199633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.36957537499984,431.37794304199633,432.11703095900157,432.11703095900157,432.11703095900157,432.1922127500002,432.1922127500002,432.1922127500002,432.71925937500055,period,1.3381330000047456,None,432.71940562500095,432.71946295900125,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,163,163,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.300733708005282,None,None,,,,,,,,,,,0,163,163,183,432.72985199999675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.7219359590017,432.72985199999675,433.46794899999804,433.46794899999804,433.46794899999804,433.5423125840025,433.5423125840025,433.5423125840025,434.0338682090005,period,1.300733708005282,None,434.0339917500023,434.03404570899875,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,-15.0,,164,164,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.1259054580004886,None,None,,,,,,,,,,,0,164,164,464,434.0448158750005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0366949590025,434.0448158750005,434.53509604199644,434.53509604199644,434.53509604199644,434.6091544169976,434.6091544169976,434.6091544169976,435.177347208999,period,1.1259054580004886,None,435.17744408400176,435.1774862090024,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-8,-15.0,,165,165,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.821500999998534,None,None,,,,,,,,,,,0,165,165,293,435.18800275000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.17947929199727,435.18800275000103,436.4251769170005,436.4251769170005,436.4251769170005,436.49724224999954,436.49724224999954,436.49724224999954,437.01226241699624,z,1.821500999998534,None,437.01241870899685,437.01247466699715,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,166,166,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.5687644579957123,None,None,,,,,,,,,,,0,166,166,656,437.023796417001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.0148295839972,437.023796417001,438.00889870899846,438.00889870899846,438.00889870899846,438.0804020840005,438.0804020840005,438.0804020840005,438.59531637500186,period,1.5687644579957123,None,438.5954740419984,438.59553379200224,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,0.0,,167,167,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.300839708004787,None,None,,,,,,,,,,,0,167,167,565,438.60750974999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.5983722500023,438.60750974999974,439.34197583400237,439.34197583400237,439.34197583400237,439.41555849999713,439.41555849999713,439.41555849999713,439.9115036669973,z,1.300839708004787,None,439.9116143749998,439.91165754199756,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,15.0,,168,168,0,,,,,100,0,,,,,c+4,poss,1.25,period,1.826104124993435,None,None,,,,,,,,,,,0,168,168,167,439.9222915420032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.9136507919975,439.9222915420032,441.1586186249988,441.1586186249988,441.1586186249988,441.2300613749976,441.2300613749976,441.2300613749976,441.76133629200194,period,1.826104124993435,None,441.76145795900084,441.76151120899885,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,169,169,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.3913917089957977,None,None,,,,,,,,,,,0,169,169,233,441.7725034169998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.76394012499804,441.7725034169998,442.75873175000015,442.75873175000015,442.75873175000015,442.8320999589996,442.8320999589996,442.8320999589996,443.1666172920013,period,1.3913917089957977,None,443.1667204999976,443.16676362499857,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,0.0,,170,170,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.0501497079967521,None,None,,,,,,,,,,,0,170,170,555,443.17777741699683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.1687395420013,443.17777741699683,443.6681465840011,443.6681465840011,443.6681465840011,443.7423851670028,443.7423851670028,443.7423851670028,444.2342262500024,z,1.0501497079967521,None,444.23434599999746,444.2343993339964,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,-15.0,,171,171,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.7498850830015726,None,None,,,,,,,,,,,0,171,171,500,444.2450929589977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.2365890000001,444.2450929589977,445.48489870900084,445.48489870900084,445.48489870900084,445.5592584170008,445.5592584170008,445.5592584170008,446.00148929200077,period,1.7498850830015726,None,446.0016375839987,446.0016951669968,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-6,-15.0,,172,172,0,,,,,100,0,,,,,c-6,negs,0.5,z,1.2915279999942868,None,None,,,,,,,,,,,0,172,172,297,446.0126414999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.004432583999,446.0126414999977,446.50216679200093,446.50216679200093,446.50216679200093,446.5762596670029,446.5762596670029,446.5762596670029,447.3119134169974,z,1.2915279999942868,None,447.3120772089969,447.312132250001,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-8,-15.0,,173,173,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.26013454200438,None,None,,,,,,,,,,,0,173,173,265,447.324282374997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.31512758399913,447.324282374997,448.0589360840022,448.0589360840022,448.0589360840022,448.1310547499961,448.1310547499961,448.1310547499961,448.5948154169964,z,1.26013454200438,None,448.59494579199963,448.595001458998,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,174,174,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.4533577499969397,None,None,,,,,,,,,,,0,174,174,529,448.60607054200227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.5973894999988,448.60607054200227,449.59227620899765,449.59227620899765,449.59227620899765,449.6641437090002,449.6641437090002,449.6641437090002,450.06239724999614,z,1.4533577499969397,None,450.06253012499656,450.06260949999705,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,175,175,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.2303312079966418,None,None,,,,,,,,,,,0,175,175,221,450.0738951250023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0647887919986,450.0738951250023,450.808586166997,450.808586166997,450.808586166997,450.8811302089962,450.8811302089962,450.8811302089962,451.3121258749961,period,1.2303312079966418,None,451.3122930419995,451.3123587500013,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-6,-15.0,,176,176,0,,,,,100,0,,,,,c-6,negs,1.25,z,2.649394708001637,None,None,,,,,,,,,,,0,176,176,334,451.3243675420017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.315264208999,451.3243675420017,452.55956604200037,452.55956604200037,452.55956604200037,452.6313916250001,452.6313916250001,452.6313916250001,453.97870341700036,z,2.649394708001637,None,453.9789436669962,453.9790435000032,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
