center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,307.79361608298495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,5,24,up,5,5,5,30,307.7867856658995,307.79361608298495,308.2826858749613,308.2826858749613,308.35526745789684,308.35526745789684,308.35526745789684,309.3669584579766,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,309.37317529087886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,5,25,down,2,-2,-2,-30,309.3675657908898,309.37317529087886,309.8585608329158,309.8585608329158,309.9328401249368,309.9328401249368,309.9389695408754,310.6015277078841,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,310.6105174999684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,5,26,down,5,-5,-5,-30,310.60325249983,310.6105174999684,311.09469499997795,311.09469499997795,311.17242774995975,311.17242774995975,311.17242774995975,311.7516804158222,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,311.7606029580347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,5,27,down,5,-5,-5,,311.7531243748963,311.7606029580347,312.24914266588166,312.24914266588166,312.32059512496926,312.32059512496926,312.32059512496926,312.7992968750186,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,312.80394066590816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,5,28,up,2,2,2,30,312.7998365829699,312.80394066590816,313.28843849990517,313.28843849990517,313.36515133292414,313.36515133292414,313.3698464999907,313.90027333283797,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,313.9073806658853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,5,29,up,5,5,5,,313.9014062078204,313.9073806658853,314.39930566586554,314.39930566586554,314.47241654084064,314.47241654084064,314.47241654084064,314.95533291599713,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,314.96482770796865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,6,30,down,2,3,3,,314.9566767909564,314.96482770796865,315.4576845408883,315.4576845408883,315.5327569998335,315.5327569998335,315.5327569998335,316.0238625409547,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,316.0323634578381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,6,31,down,2,3,3,30,316.02499229088426,316.0323634578381,316.5244827908464,316.5244827908464,316.59931662492454,316.59931662492454,316.59931662492454,317.38402483286336,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,317.39038312481716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,6,32,up,2,-3,-3,-30,317.3851445829496,317.39038312481716,317.8815568329301,317.8815568329301,317.9544973329175,317.9544973329175,317.9544973329175,319.10164345800877,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,319.10954049997963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,6,33,up,2,-3,-3,,319.1027269579936,319.10954049997963,319.5988091658801,319.5988091658801,319.6720840409398,319.6720840409398,319.6720840409398,320.1064591659233,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,320.11487637483515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,6,34,down,2,-4,-4,-30,320.1075437499676,320.11487637483515,320.6081222910434,320.6081222910434,320.6828150409274,320.6828150409274,320.6828150409274,321.2174729160033,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,321.22310241591185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,6,35,up,2,4,4,30,321.2184824158903,321.22310241591185,321.7152384999208,321.7152384999208,321.78705849987455,321.78705849987455,321.78705849987455,322.37376533285715,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,322.3824890409596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,7,36,down,1,3,3,30,322.3752126249019,322.3824890409596,322.87484616599977,322.87484616599977,322.9493152908981,322.9493152908981,322.9493152908981,323.90461558289826,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,323.91544549982063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,7,37,up,2,-1,-1,,323.90561408293433,323.91544549982063,324.39944958291017,324.39944958291017,324.4719191659242,324.4719191659242,324.48256862489507,324.95725320791826,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,324.96505554090254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,7,38,down,2,1,1,30,324.9583364999853,324.96505554090254,325.45824637496844,325.45824637496844,325.53870787494816,325.53870787494816,325.53294958290644,326.05676441593096,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,326.0654386659153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,7,39,down,2,1,1,,326.0580546660349,326.0654386659153,326.5585151249543,326.5585151249543,326.6324785409961,326.6324785409961,326.6324785409961,327.1232940829359,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,327.1315772498492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,7,40,up,1,-3,-3,-30,327.1243807908613,327.1315772498492,327.61491608293727,327.61491608293727,327.6879204160068,327.6879204160068,327.6992855409626,328.4070602080319,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,328.4155019579921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,7,41,up,2,-1,-1,-30,328.4084359998815,328.4155019579921,328.90780020784587,328.90780020784587,328.98297920799814,328.98297920799814,328.98297920799814,329.4177844580263,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,329.42575262486935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,8,42,down,2,-1,-1,,329.41881279088557,329.42575262486935,329.91606658301316,329.91606658301316,329.98897316586226,329.98897316586226,329.98897316586226,330.6517352499068,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,330.66093849996105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,8,43,up,1,-2,-2,-30,330.65358895785175,330.66093849996105,331.1482122079469,331.1482122079469,331.2211805409752,331.2211805409752,331.2211805409752,332.62397716590203,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,332.63254733290523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,8,44,up,1,2,2,30,332.62526762485504,332.63254733290523,333.1243766248226,333.1243766248226,333.1992604578845,333.1992604578845,333.1992604578845,334.03951470786706,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,334.04823020799085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,8,45,up,2,1,1,,334.04055895796046,334.04823020799085,334.53244174993597,334.53244174993597,334.60413908283226,334.60413908283226,334.61608204082586,335.06848574988544,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,335.0761793330312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,8,46,down,1,-2,-2,-30,335.0695693329908,335.0761793330312,335.5658799158409,335.5658799158409,335.63892549998127,335.63892549998127,335.63892549998127,336.9201202078257,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,336.93181995791383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,8,47,down,1,2,2,30,336.9205993330106,336.93181995791383,337.4150254158303,337.4150254158303,337.48689083289355,337.48689083289355,337.498194915941,337.9517354159616,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,337.9608934998978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,9,48,up,0.5,-1.5,-1.5,-30,337.95352591597475,337.9608934998978,338.44920466584153,338.44920466584153,338.52231595804915,338.52231595804915,338.52231595804915,339.06781899998896,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,339.0756654578727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,9,49,up,1,0,0,,339.0690224999562,339.0756654578727,339.5657922909595,339.5657922909595,339.63915958302096,339.63915958302096,339.63915958302096,340.4905119999312,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,340.4993801659439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,9,50,up,0.5,2.5,2.5,30,340.4919498329982,340.4993801659439,340.99205537489615,340.99205537489615,341.06587170786224,341.06587170786224,341.06587170786224,341.7507564998232,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,341.7583827499766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,9,51,down,1,0,0,,341.7517323328648,341.7583827499766,342.2482651658356,342.2482651658356,342.32230224995874,342.32230224995874,342.32230224995874,342.86844645789824,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,342.8767921659164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,9,52,up,1,-1,-1,-30,342.869816374965,342.8767921659164,343.365947250044,343.365947250044,343.43893933296204,343.43893933296204,343.43893933296204,343.8680680410471,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,343.87644012481906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,9,53,up,1,3,3,30,343.8695522500202,343.87644012481906,344.3658600829076,344.3658600829076,344.4383351248689,344.4383351248689,344.4383351248689,344.93824866600335,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,344.94847225002013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,10,54,down,0.5,2.0,2.0,30,344.93923929100856,344.94847225002013,345.43265937501565,345.43265937501565,345.5047049999703,345.5047049999703,345.51591149996966,346.2847812909167,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,346.2926122909412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,10,55,down,0.5,2.5,2.5,30,346.28579974989407,346.2926122909412,346.78271091589704,346.78271091589704,346.85567979095504,346.85567979095504,346.85567979095504,347.33813054091297,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,347.34871783293784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,10,56,down,1,-1,-1,,347.3390977908857,347.34871783293784,347.83272166596726,347.83272166596726,347.9043172078673,347.9043172078673,347.9159246250056,348.3901531249285,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,348.398173708003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,10,57,down,0.5,-2.0,-2.0,-30,348.3911345829256,348.398173708003,348.89086237503216,348.89086237503216,348.96594766597264,348.96594766597264,348.96594766597264,349.73813529103063,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,349.7491685829591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,10,58,down,0.5,-1.5,-1.5,-30,349.739114665892,349.7491685829591,350.23269929084927,350.23269929084927,350.3036989159882,350.3036989159882,350.31629420793615,350.91733341594227,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,350.92521141585894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,10,59,down,0.5,-0.5,-0.5,,350.9183071248699,350.92521141585894,351.41485041589476,351.41485041589476,351.48916033282876,351.48916033282876,351.48916033282876,352.6065470830072,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,352.6148569579236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,60,up,0.5,2.5,2.5,30,352.60791074996814,352.6148569579236,353.1070567078423,353.1070567078423,353.18272833293304,353.18272833293304,353.18272833293304,354.8394960828591,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,354.84819212486036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,61,down,0.5,-1.0,-1.0,,354.84055637498386,354.84819212486036,355.34128962503746,355.34128962503746,355.4159493329935,355.4159493329935,355.4159493329935,355.89976245793514,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,355.9052026248537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,62,up,0.5,-0.5,-0.5,,355.9003889998421,355.9052026248537,356.3905287908856,356.3905287908856,356.4658828750253,356.4658828750253,356.47234612493776,357.30168541590683,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,357.31043270789087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,63,down,0.5,-2.5,-2.5,-30,357.302967333002,357.31043270789087,357.79847887484357,357.79847887484357,357.8705646658782,357.8705646658782,357.8705646658782,358.49061066587456,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,358.4991935000289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,64,up,0.5,3.0,3.0,30,358.4919792499859,358.4991935000289,358.991731707938,358.991731707938,359.0659197908826,359.0659197908826,359.0659197908826,359.6517149999272,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
