center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,595.460272749995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,1,3,start,5,-15,-15,30,595.4519777499954,595.460272749995,595.9474169159948,595.9474169159948,596.0195029579991,596.0195029579991,596.716593707999,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,596.7259067909981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,1,4,start,5,-15,-15,-30,596.7177619159993,596.7259067909981,597.2142039579994,597.2142039579994,597.2863251249946,597.2863251249946,597.7548383329995,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,597.7639672500009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,1,5,start,5,15,15,,597.7559357079954,597.7639672500009,598.2570459579947,598.2570459579947,598.331400957999,598.331400957999,598.9010627079988,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,598.910430666001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,2,6,down,5,10,10,-30,598.9023825409968,598.910430666001,599.3975722499963,599.3975722499963,599.4703314159997,599.4703314159997,600.0684667909954,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,600.0783431249947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,2,7,down,5,10,10,,600.0698989999946,600.0783431249947,600.5641250830013,600.5641250830013,600.6375724579993,600.6375724579993,601.0837049999973,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,601.0936083329943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,2,8,up,5,-10,-10,,601.0851436659941,601.0936083329943,601.5808877499949,601.5808877499949,601.652983,601.652983,602.1171944579983,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,602.1265105409984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,2,9,up,5,-10,-10,30,602.1183615409973,602.1265105409984,602.6143194999968,602.6143194999968,602.6872027909994,602.6872027909994,603.6181260410012,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,603.6277842499985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,2,10,up,5,-10,-10,-30,603.6196544999984,603.6277842499985,604.1142827910007,604.1142827910007,604.1862574999977,604.1862574999977,605.1839262909998,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,605.1941105829974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,2,11,down,5,10,10,30,605.1857236249998,605.1941105829974,605.6804831249974,605.6804831249974,605.7530054579984,605.7530054579984,606.3503450829958,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,606.359653624997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,3,12,up,5,-5,-5,30,606.3516907499943,606.359653624997,606.847798499999,606.847798499999,606.9198872079942,606.9198872079942,608.0004779160008,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,608.0108424579958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,3,13,down,5,5,5,30,608.0023747909945,608.0108424579958,608.4978371249963,608.4978371249963,608.5706381249984,608.5706381249984,611.5511845829969,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,611.5611694580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,3,14,down,5,5,5,,611.5528408329992,611.5611694580002,612.0478427499984,612.0478427499984,612.1202781249958,612.1202781249958,612.6672991659943,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,612.6761260409985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,3,15,up,5,-5,-5,,612.6684713750001,612.6761260409985,613.1645702499954,613.1645702499954,613.2369517499974,613.2369517499974,613.7674458330002,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,613.7774029159991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,3,16,up,5,-5,-5,-30,613.7688703749955,613.7774029159991,614.2647042909957,614.2647042909957,614.3367932909969,614.3367932909969,614.9570704159996,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,614.9668987080004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,3,17,down,5,5,5,-30,614.9584714999946,614.9668987080004,615.4576071249976,615.4576071249976,615.5319155409961,615.5319155409961,616.0892182909956,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,616.0987930829942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,4,18,up,5,0,0,,616.0903816659993,616.0987930829942,616.5901145829994,616.5901145829994,616.665263750001,616.665263750001,617.0942573749999,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,617.1008260829985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,4,19,down,5,0,0,,617.0954219159976,617.1008260829985,617.590847665997,617.590847665997,617.6653370409986,617.6653370409986,618.484678832996,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,618.4946731249947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,4,20,up,5,0,0,30,618.4861047499944,618.4946731249947,618.981485874996,618.981485874996,619.0536169999978,619.0536169999978,619.591004832997,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,619.601027040997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,4,21,down,2,-7,-7,-30,619.5924364999955,619.601027040997,620.090487124995,620.090487124995,620.1654167909946,620.1654167909946,621.2413468329978,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,621.2509375829977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,4,22,down,5,0,0,-30,621.2426977079958,621.2509375829977,621.7406299159993,621.7406299159993,621.815508707994,621.815508707994,622.4682829999947,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,622.4773148329987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,4,23,down,5,0,0,30,622.4694227500004,622.4773148329987,622.9649509579976,622.9649509579976,623.0374024999983,623.0374024999983,623.7688883749943,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,623.7783380830006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,5,24,up,1,-6,-6,-30,623.7703356659986,623.7783380830006,624.2651510829965,624.2651510829965,624.3373659999997,624.3373659999997,625.1019051249968,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,625.1112132499984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,5,25,down,5,-5,-5,-30,625.1032531659948,625.1112132499984,625.5984462909983,625.5984462909983,625.6711509579982,625.6711509579982,626.1518537909942,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,626.1637893750012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,5,26,down,5,-5,-5,,626.1552843329991,626.1637893750012,626.6485102079969,626.6485102079969,626.7207677909973,626.7207677909973,627.2910882079959,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,627.3009835829944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,5,27,down,2,-2,-2,,627.2926406249971,627.3009835829944,627.7915847080003,627.7915847080003,627.8656751249946,627.8656751249946,628.5014177080011,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,628.5108577909996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,5,28,up,5,5,5,30,628.5026771659977,628.5108577909996,628.9985669579983,628.9985669579983,629.071550916,629.071550916,629.768479540995,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,629.7781197910008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,5,29,up,2,2,2,30,629.7698301659984,629.7781197910008,630.2651789579977,630.2651789579977,630.3379629999981,630.3379629999981,630.9087615409953,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,630.9182573750004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,6,30,up,2,4,4,30,630.9104325829976,630.9182573750004,631.4084494159979,631.4084494159979,631.4825487499984,631.4825487499984,632.3014946249968,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,632.3111898329953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,6,31,down,5,-10,-10,-30,632.3029279580005,632.3111898329953,632.7986872909969,632.7986872909969,632.8710187079996,632.8710187079996,633.467999540997,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,633.4770163329958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,6,32,down,2,3,3,30,633.4691261249973,633.4770163329958,633.9655494580002,633.9655494580002,634.0381015829989,634.0381015829989,634.6515307500013,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,634.6610855409963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,6,33,down,2,-4,-4,,634.6530107079961,634.6610855409963,635.1487337910003,635.1487337910003,635.2223677079965,635.2223677079965,635.7186276249995,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,635.7280957080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,6,34,down,0.5,-6.5,-6.5,-30,635.7200474159981,635.7280957080002,636.2153994159962,636.2153994159962,636.2886349159962,636.2886349159962,637.3066177079963,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,637.3157196659959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,6,35,up,2,-3,-3,,637.3077404579963,637.3157196659959,637.8072040830011,637.8072040830011,637.8827200829983,637.8827200829983,638.3515869159964,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,638.3611916250011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,7,36,up,2,-8,-8,-30,638.3527603330003,638.3611916250011,638.8490085829981,638.8490085829981,638.921433208001,638.921433208001,639.723980540999,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,639.7491221249948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,7,37,up,2,-1,-1,,639.7251192080003,639.7491221249948,640.2244259579966,640.2244259579966,640.2994576249985,640.2994576249985,641.6195457079957,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,641.6291750409946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,7,38,down,0.5,-7.0,-7.0,-30,641.6209867910002,641.6291750409946,642.1157807079944,642.1157807079944,642.187038582997,642.187038582997,642.6527224999954,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,642.6623964999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,7,39,down,2,1,1,30,642.6541549999965,642.6623964999962,643.1490026249958,643.1490026249958,643.2221060829979,643.2221060829979,643.8016978329979,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,643.8122011249943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,7,40,down,1,3,3,30,643.8036971659967,643.8122011249943,644.2990442909941,644.2990442909941,644.3727824579983,644.3727824579983,645.3018255829957,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,645.3124263329955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,7,41,up,1,-3,-3,,645.3038804579992,645.3124263329955,645.799145207995,645.799145207995,645.8709563749944,645.8709563749944,646.5184793329972,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,646.5281068330005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,8,42,up,1,2,2,30,646.5199315829959,646.5281068330005,647.0159160830008,647.0159160830008,647.0877432499983,647.0877432499983,648.1613549159956,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,648.1681246250009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,8,43,up,2,-6,-6,-30,648.1625547079966,648.1681246250009,648.6583649579989,648.6583649579989,648.7329652909975,648.7329652909975,649.319984791,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,649.3301391659988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,8,44,up,1,-2,-2,,649.3215794579955,649.3301391659988,649.8160292499961,649.8160292499961,649.8880702079987,649.8880702079987,650.718815082997,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,650.7283488749963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,8,45,down,1,2,2,30,650.7202759579959,650.7283488749963,651.2159754159948,651.2159754159948,651.2888198750006,651.2888198750006,651.7578192910005,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
