center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
0,0.0,,21,21,0,,,,,0,100,,,,,c+0,noss,1.25,z,1.7719445840048138,None,None,,,,,,,,,,,0,21,21,668,94.82914945798984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.82026962499367,94.82914945798984,96.06960816698847,96.06960816698847,96.06960816698847,96.14344154199352,96.14344154199352,96.14344154199352,96.61304758299957,z,1.7719445840048138,None,96.61320095798874,96.61325512499025,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,22,22,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.329272624992882,None,None,,,,,,,,,,,0,22,22,296,96.62436116699246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6155049999943,96.62436116699246,97.35882995798602,97.35882995798602,97.35882995798602,97.43156891698891,97.43156891698891,97.43156891698891,97.96256008298951,z,1.329272624992882,None,97.96271395799704,97.96277291698789,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,23,23,0,,,,,100,0,,,,,c+6,poss,1.25,period,2.2745219170028577,None,None,,,,,,,,,,,0,23,23,254,97.97405666699342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.96522074998938,97.97405666699342,99.20976158299891,99.20976158299891,99.20976158299891,99.28169208299369,99.28169208299369,99.28169208299369,100.25228187498578,period,2.2745219170028577,None,100.25241724999796,100.25247412499448,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,24,24,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.5018089999939548,None,None,,,,,,,,,,,0,24,24,243,100.26287762499123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.25473795799189,100.26287762499123,101.25272241698985,101.25272241698985,101.25272241698985,101.3269692499889,101.3269692499889,101.3269692499889,101.76764158299193,period,1.5018089999939548,None,101.7677507079934,101.76779329199053,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,25,25,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.3323073750070762,None,None,,,,,,,,,,,0,25,25,142,101.7789836669981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.76976062498579,101.7789836669981,102.51989474998845,102.51989474998845,102.51989474998845,102.59368245799851,102.59368245799851,102.59368245799851,103.1232856669958,z,1.3323073750070762,None,103.12338695798826,103.12343195799622,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,15.0,,26,26,0,,,,,100,0,,,,,c+2,poss,1.25,period,1.9636311250069411,None,None,,,,,,,,,,,0,26,26,186,103.12992558299447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.12534762499854,103.12992558299447,104.36939941698802,104.36939941698802,104.36939941698802,104.44384504199843,104.44384504199843,104.44384504199843,105.09607729199342,period,1.9636311250069411,None,105.09619233298872,105.09623612499854,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,27,27,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.2409559999941848,None,None,,,,,,,,,,,0,27,27,131,105.10706399999617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.09823954199965,105.10706399999617,105.59350037499098,105.59350037499098,105.59350037499098,105.66637262499717,105.66637262499717,105.66637262499717,106.35221724999428,z,1.2409559999941848,None,106.35235195799032,106.3524058329931,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,28,28,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.5578579159919173,None,None,,,,,,,,,,,0,28,28,392,106.36300499999197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.35479404199577,106.36300499999197,107.10318570799427,107.10318570799427,107.10318570799427,107.17713895799534,107.17713895799534,107.17713895799534,107.92944979199092,period,1.5578579159919173,None,107.92958804199588,107.92964166699676,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,29,29,0,,,,,100,0,,,,,c-4,negs,1.25,period,1.8035220419988036,None,None,,,,,,,,,,,0,29,29,383,107.94106658299279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.93216487499012,107.94106658299279,109.17673329199897,109.17673329199897,109.17673329199897,109.24996141699376,109.24996141699376,109.24996141699376,109.74747533298796,period,1.8035220419988036,None,109.74762674998783,109.74768479198974,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,15.0,,30,30,0,,,,,100,0,,,,,c-4,poss,0.75,z,1.2547886250104057,None,None,,,,,,,,,,,0,30,30,78,109.75913166698592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.75013608299196,109.75913166698592,110.49351512499561,110.49351512499561,110.49351512499561,110.5653986249963,110.5653986249963,110.5653986249963,111.01761983298638,z,1.2547886250104057,None,111.0177215829899,111.01776287499524,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,-15.0,,31,31,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.8601130419992842,None,None,,,,,,,,,,,0,31,31,350,111.02932416698604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.01969387498684,111.02932416698604,112.2692373329919,112.2692373329919,112.2692373329919,112.3431253329909,112.3431253329909,112.3431253329909,112.89603645799798,z,1.8601130419992842,None,112.89617387499311,112.89622974999656,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,32,32,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.8818377499992494,None,None,,,,,,,,,,,0,32,32,280,112.90699120798672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.89835895798751,112.90699120798672,114.14297824999085,114.14297824999085,114.14297824999085,114.21660712499579,114.21660712499579,114.21660712499579,114.79708412499167,period,1.8818377499992494,None,114.7972622919915,114.79731766699115,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,33,33,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.4717996250110446,None,None,,,,,,,,,,,0,33,33,599,114.80973999999696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.80073033299414,114.80973999999696,115.79364824999357,115.79364824999357,115.79364824999357,115.86633595799503,115.86633595799503,115.86633595799503,116.28581299999496,z,1.4717996250110446,None,116.28591970799607,116.28596166698844,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,34,34,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.744921332996455,None,None,,,,,,,,,,,0,34,34,604,116.29659591699601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.28790774999652,116.29659591699601,117.53619795799023,117.53619795799023,117.53619795799023,117.6109886669874,117.6109886669874,117.6109886669874,118.04692345799413,z,1.744921332996455,None,118.04703695799981,118.04708012499032,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,35,35,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.2039160830026958,None,None,,,,,,,,,,,0,35,35,297,118.05744437499379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.04909191699699,118.05744437499379,118.79317937498854,118.79317937498854,118.79317937498854,118.86578895799175,118.86578895799175,118.86578895799175,119.26440458299476,z,1.2039160830026958,None,119.26456566699198,119.26462820799497,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,36,36,0,,,,,0,100,,,,,c+0,noss,0.75,z,1.1764908750046743,None,None,,,,,,,,,,,0,36,36,653,119.27553508299752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.26680174999638,119.27553508299752,120.0104604169901,120.0104604169901,120.0104604169901,120.08350041699305,120.08350041699305,120.08350041699305,120.46317629198893,z,1.1764908750046743,None,120.46328691698727,120.46333245799178,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,37,37,0,,,,,100,0,,,,,c+8,poss,0.5,period,1.1578414579998935,None,None,,,,,,,,,,,0,37,37,260,120.47410454199417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.46529754198855,120.47410454199417,120.96062979199633,120.96062979199633,120.96062979199633,121.03269116699812,121.03269116699812,121.03269116699812,121.63614820799557,period,1.1578414579998935,None,121.63631904199428,121.63637470798858,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,38,38,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.4641011250059819,None,None,,,,,,,,,,,0,38,38,279,121.64761208299024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.63959058299952,121.64761208299024,122.63718204198813,122.63718204198813,122.63718204198813,122.71126312499109,122.71126312499109,122.71126312499109,123.12267679198703,period,1.4641011250059819,None,123.12278495798819,123.12282779198722,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,-15.0,,39,39,0,,,,,100,0,,,,,c-6,negs,1.25,period,1.8208623750106199,None,None,,,,,,,,,,,0,39,39,344,123.13019504198746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.12485416699201,123.13019504198746,124.37071962498885,124.37071962498885,124.37071962498885,124.44341445798636,124.44341445798636,124.44341445798636,124.96335441699193,period,1.8208623750106199,None,124.96349237499817,124.96354541699111,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,15.0,,40,40,0,,,,,100,0,,,,,c+4,poss,0.75,period,1.5390870419942075,None,None,,,,,,,,,,,0,40,40,206,124.97462654199626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.96591570798773,124.97462654199626,125.71076449999237,125.71076449999237,125.71076449999237,125.78411958299694,125.78411958299694,125.78411958299694,126.51798695798789,period,1.5390870419942075,None,126.51809112499177,126.51813316698826,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,-15.0,,41,41,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.656356000006781,None,None,,,,,,,,,,,0,41,41,454,126.52944833299262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.52010074999998,126.52944833299262,127.02036979199329,127.02036979199329,127.02036979199329,127.09455479199823,127.09455479199823,127.09455479199823,128.19680387499102,period,1.656356000006781,None,128.19694541698846,128.19699816699722,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,0.0,,42,42,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.3104995829926338,None,None,,,,,,,,,,,0,42,42,718,128.2080112919939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.19936670799507,128.2080112919939,128.9441721669864,128.9441721669864,128.9441721669864,129.01622545799182,129.01622545799182,129.01622545799182,129.53010616698884,period,1.3104995829926338,None,129.5302369169949,129.53028966698912,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,15.0,,43,43,0,,,,,100,0,,,,,c-6,poss,1.0,z,1.4772445410053479,None,None,,,,,,,,,,,0,43,43,51,129.5406692079996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5323999579996,129.5406692079996,130.52757316699717,130.52757316699717,130.52757316699717,130.59992583299754,130.59992583299754,130.59992583299754,131.03022220799176,z,1.4772445410053479,None,131.03035941699636,131.0304135419865,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,44,44,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.4142889580107294,None,None,,,,,,,,,,,0,44,44,278,131.0414646249992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.03278695799236,131.0414646249992,132.02766583299672,132.02766583299672,132.02766583299672,132.09947120799916,132.09947120799916,132.09947120799916,132.4636669169995,period,1.4142889580107294,None,132.4638374579954,132.46390254198923,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,45,45,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.6861537500080885,None,None,,,,,,,,,,,0,45,45,603,132.47582087499904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.46669045799354,132.47582087499904,133.71099524998863,133.71099524998863,133.71099524998863,133.78305720799835,133.78305720799835,133.78305720799835,134.16474224999547,z,1.6861537500080885,None,134.16491866699653,134.1649834169948,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,-15.0,,46,46,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.0566871670016553,None,None,,,,,,,,,,,0,46,46,448,134.1767905829911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.16766687498603,134.1767905829911,134.6610468329891,134.6610468329891,134.6610468329891,134.73353887499252,134.73353887499252,134.73353887499252,135.23671508299594,period,1.0566871670016553,None,135.23686454199196,135.23692066699732,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,47,47,0,,,,,0,100,,,,,c-4,noss,0.5,z,0.897318457995425,None,None,,,,,,,,,,,0,47,47,581,135.24756129199523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.2390693329944,135.24756129199523,135.73716891699587,135.73716891699587,135.73716891699587,135.81156862499483,135.81156862499483,135.81156862499483,136.1474503329955,z,0.897318457995425,None,136.14762262499426,136.1476784999977,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,-15.0,,48,48,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.7735255000006873,None,None,,,,,,,,,,,0,48,48,441,136.15921412498574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1503689999954,136.15921412498574,137.3938597499946,137.3938597499946,137.3938597499946,137.46681158299907,137.46681158299907,137.46681158299907,137.9368058330001,period,1.7735255000006873,None,137.93691712500004,137.93695929199748,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,15.0,,49,49,0,,,,,100,0,,,,,c-4,poss,0.75,z,1.210262791995774,None,None,,,,,,,,,,,0,49,49,79,137.94731124999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.93892666698957,137.94731124999817,138.68735362499137,138.68735362499137,138.68735362499137,138.76170366699807,138.76170366699807,138.76170366699807,139.16373899999599,z,1.210262791995774,None,139.16384579199075,139.16388833298697,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,0.0,,50,50,0,,,,,0,100,,,,,c+4,noss,0.5,period,0.937906541992561,None,None,,,,,,,,,,,0,50,50,711,139.17458224999427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1659236669948,139.17458224999427,139.66114441699756,139.66114441699756,139.66114441699756,139.73417558299843,139.73417558299843,139.73417558299843,140.1155252079916,period,0.937906541992561,None,140.11568070799694,140.11573649999627,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,51,51,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.2562180420063669,None,None,,,,,,,,,,,0,51,51,623,140.12689629198576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.11784449999686,140.12689629198576,140.86053516699758,140.86053516699758,140.86053516699758,140.93419674999313,140.93419674999313,140.93419674999313,141.38642841699766,z,1.2562180420063669,None,141.38653116699425,141.38657366699772,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,-15.0,,52,52,0,,,,,100,0,,,,,c+4,negs,1.0,period,1.4269220420101192,None,None,,,,,,,,,,,0,52,52,501,141.39742258298793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.38856041699182,141.39742258298793,142.38694037499954,142.38694037499954,142.38694037499954,142.4618306249904,142.4618306249904,142.4618306249904,142.83064579199709,period,1.4269220420101192,None,142.83075391699094,142.83079666699632,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,0.0,,53,53,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.028420750008081,None,None,,,,,,,,,,,0,53,53,673,142.84136341699923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.83275479199074,142.84136341699923,143.32725120800023,143.32725120800023,143.32725120800023,143.4000316249876,143.4000316249876,143.4000316249876,143.88106499999412,period,1.028420750008081,None,143.88124129199423,143.88129812499392,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,54,54,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.4587820419983473,None,None,,,,,,,,,,,0,54,54,148,143.89292954199482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.8839929169917,143.89292954199482,144.87802966698655,144.87802966698655,144.87802966698655,144.94986112498736,144.94986112498736,144.94986112498736,145.36339070799295,z,1.4587820419983473,None,145.3635015829932,145.36355695799284,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,55,55,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.0659229579905514,None,None,,,,,,,,,,,0,55,55,614,145.37099779199343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.36556816699158,145.37099779199343,145.8614506249869,145.8614506249869,145.8614506249869,145.9341707079875,145.9341707079875,145.9341707079875,146.44740704199648,z,1.0659229579905514,None,146.4475125829922,146.44755499999155,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,56,56,0,,,,,100,0,,,,,c+6,poss,0.5,period,1.0382371659943601,None,None,,,,,,,,,,,0,56,56,229,146.45806462499604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.4494968749932,146.45806462499604,146.94476445799228,146.94476445799228,146.94476445799228,147.01680045799003,147.01680045799003,147.01680045799003,147.50869979198615,period,1.0382371659943601,None,147.50880670799233,147.5088622919866,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,-15.0,,57,57,0,,,,,100,0,,,,,c-6,negs,0.75,period,1.465941959002521,None,None,,,,,,,,,,,0,57,57,330,147.51527887499833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.51087816699874,147.51527887499833,148.25453299999936,148.25453299999936,148.25453299999936,148.32872741699975,148.32872741699975,148.32872741699975,148.98640374999377,period,1.465941959002521,None,148.98653337499127,148.98658633299056,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,0.0,,58,58,0,,,,,0,100,,,,,c+2,noss,0.75,period,1.2387779999990016,None,None,,,,,,,,,,,0,58,58,686,148.9977035829943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.98866504199395,148.9977035829943,149.73745204199804,149.73745204199804,149.73745204199804,149.8121637919976,149.8121637919976,149.8121637919976,150.24795674999768,period,1.2387779999990016,None,150.24813995799923,150.24823349999497,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
